run_name,success,exit_code,wall_time_s,error,final_time,n_steps,growth_dt,growth_n_steps,treated_dt
r0006_A,True,0,20.692,,241.30835717190237,2897,0.08329594655571362,1456,0.08329594655571362
r0006_AB-diffusivity_ratio,True,0,15.478,,241.30835717190237,2897,0.08329594655571362,1456,0.08329594655571362
r0006_AB-chemo_kill_rate,True,0,13.43,,241.30835717190237,2897,0.08329594655571362,1456,0.08329594655571362
r0006_AB-resection_time,True,0,18.356,,278.5632997845983,3344,0.08330242218438945,1903,0.08330242218438945
r0006_AB-rt_alpha,True,0,18.113,,241.30835717190237,2897,0.08329594655571362,1456,0.08329594655571362
r0006_AB-seed_sigma_mm,True,0,15.596,,241.30835717190237,2897,0.08329594655571362,1456,0.08329594655571362
r0006_AB-seed_peak_density,True,0,19.038,,241.30835717190237,2897,0.08329594655571362,1456,0.08329594655571362
r0006_AB-gaussian_seed_x_fraction,True,0,18.173,,241.30835717190237,2897,0.08329594655571362,1456,0.08329594655571362
r0006_AB-rt_alpha_beta_ratio,True,0,19.836,,241.30835717190237,2897,0.08329594655571362,1456,0.08329594655571362
r0006_AB-gaussian_seed_y_fraction,True,0,18.602,,241.30835717190237,2897,0.08329594655571362,1456,0.08329594655571362
r0007_AB-front_width_mm,True,0,12.953,,168.33019404085994,2023,0.08320820268950072,580,0.08320820268950072
r0007_A,True,0,16.879,,168.33019404085994,2023,0.08320820268950072,580,0.08320820268950072
r0007_AB-front_speed_mm_per_day,True,0,17.628,,168.33019404085994,2023,0.08320820268950072,580,0.08320820268950072
r0006_B,True,0,20.125,,278.5632997845983,3344,0.08330242218438945,1903,0.08330242218438945
r0006_AB-gaussian_seed_z_fraction,True,0,21.2,,241.30835717190237,2897,0.08329594655571362,1456,0.08329594655571362
r0007_AB-chemo_kill_rate,True,0,13.308,,168.33019404085994,2023,0.08320820268950072,580,0.08320820268950072
r0007_AB-diffusivity_ratio,True,0,18.061,,168.33019404085994,2023,0.08320820268950072,580,0.08320820268950072
r0007_AB-resection_time,True,0,18.534,,204.90833348633905,2461,0.083262224090345,1019,0.083262224090345
r0007_AB-seed_peak_density,True,0,13.228,,168.33019404085994,2023,0.08320820268950072,580,0.08320820268950072
r0007_AB-rt_alpha_beta_ratio,True,0,13.571,,168.33019404085994,2023,0.08320820268950072,580,0.08320820268950072
r0007_AB-gaussian_seed_x_fraction,True,0,13.495,,168.33019404085994,2023,0.08320820268950072,580,0.08320820268950072
r0007_AB-gaussian_seed_y_fraction,True,0,13.683,,168.33019404085994,2023,0.08320820268950072,580,0.08320820268950072
r0007_AB-rt_alpha,True,0,18.096,,168.33019404085994,2023,0.08320820268950072,580,0.08320820268950072
r0007_AB-gaussian_seed_z_fraction,True,0,14.029,,168.33019404085994,2023,0.08320820268950072,580,0.08320820268950072
r0007_AB-seed_sigma_mm,True,0,17.075,,168.33019404085994,2023,0.08320820268950072,580,0.08320820268950072
r0007_B,True,0,14.553,,204.90833348633905,2461,0.083262224090345,1019,0.083262224090345
r0008_A,True,0,19.432,,227.27887873084117,2728,0.08331337196878343,1287,0.08331337196878343
r0008_AB-front_speed_mm_per_day,True,0,17.5,,227.27887873084117,2728,0.08331337196878343,1287,0.08331337196878343
r0008_AB-front_width_mm,True,0,16.082,,227.27887873084117,2728,0.08331337196878343,1287,0.08331337196878343
r0008_AB-diffusivity_ratio,True,0,15.658,,227.27887873084117,2728,0.08331337196878343,1287,0.08331337196878343
r0008_AB-chemo_kill_rate,True,0,14.437,,227.27887873084117,2728,0.08331337196878343,1287,0.08331337196878343
r0008_AB-rt_alpha,True,0,14.505,,227.27887873084117,2728,0.08331337196878343,1287,0.08331337196878343
r0008_AB-rt_alpha_beta_ratio,True,0,14.305,,227.27887873084117,2728,0.08331337196878343,1287,0.08331337196878343
r0008_AB-resection_time,True,0,18.506,,273.5362374948512,3284,0.08329361677675129,1843,0.08329361677675128
r0008_AB-seed_sigma_mm,True,0,14.863,,227.27887873084117,2728,0.08331337196878343,1287,0.08331337196878343
r0008_AB-gaussian_seed_y_fraction,True,0,14.409,,227.27887873084117,2728,0.08331337196878343,1287,0.08331337196878343
r0008_AB-seed_peak_density,True,0,17.95,,227.27887873084117,2728,0.08331337196878343,1287,0.08331337196878343
r0008_AB-gaussian_seed_x_fraction,True,0,18.715,,227.27887873084117,2728,0.08331337196878343,1287,0.08331337196878343
r0008_B,True,0,14.596,,273.5362374948512,3284,0.08329361677675129,1843,0.08329361677675128
r0008_AB-gaussian_seed_z_fraction,True,0,18.515,,227.27887873084117,2728,0.08331337196878343,1287,0.08331337196878343
r0009_AB-front_width_mm,True,0,16.366,,302.9784184224513,3636,0.0833273978059547,2195,0.0833273978059547
r0009_AB-resection_time,True,0,14.792,,178.51140830702974,2143,0.08329977055857664,702,0.08329977055857664
r0009_AB-front_speed_mm_per_day,True,0,19.108,,302.9784184224513,3636,0.0833273978059547,2195,0.0833273978059547
r0009_AB-diffusivity_ratio,True,0,18.59,,302.9784184224513,3636,0.0833273978059547,2195,0.0833273978059547
r0009_AB-rt_alpha,True,0,15.649,,302.9784184224513,3636,0.0833273978059547,2195,0.0833273978059547
r0009_A,True,0,22.96,,302.9784184224513,3636,0.0833273978059547,2195,0.0833273978059547
r0009_AB-chemo_kill_rate,True,0,18.829,,302.9784184224513,3636,0.0833273978059547,2195,0.0833273978059547
r0009_AB-rt_alpha_beta_ratio,True,0,19.478,,302.9784184224513,3636,0.0833273978059547,2195,0.0833273978059547
r0009_AB-seed_peak_density,True,0,19.316,,302.9784184224513,3636,0.0833273978059547,2195,0.0833273978059547
r0009_AB-seed_sigma_mm,True,0,18.903,,302.9784184224513,3636,0.0833273978059547,2195,0.0833273978059547
r0009_AB-gaussian_seed_z_fraction,True,0,14.992,,302.9784184224513,3636,0.0833273978059547,2195,0.0833273978059547
r0010_A,True,0,14.562,,160.1209660725602,1922,0.08330955570892831,481,0.08330955570892831
r0009_AB-gaussian_seed_x_fraction,True,0,19.726,,302.9784184224513,3636,0.0833273978059547,2195,0.0833273978059547
r0010_AB-diffusivity_ratio,True,0,12.532,,160.1209660725602,1922,0.08330955570892831,481,0.08330955570892831
r0010_AB-front_speed_mm_per_day,True,0,14.893,,160.1209660725602,1922,0.08330955570892831,481,0.08330955570892831
r0009_B,True,0,19.482,,178.51140830702974,2143,0.08329977055857664,702,0.08329977055857664
r0010_AB-front_width_mm,True,0,17.071,,160.1209660725602,1922,0.08330955570892831,481,0.08330955570892831
r0009_AB-gaussian_seed_y_fraction,True,0,22.128,,302.9784184224513,3636,0.0833273978059547,2195,0.0833273978059547
r0010_AB-resection_time,True,0,16.966,,294.9743347640193,3541,0.08330255147247087,2100,0.08330255147247086
r0010_AB-rt_alpha,True,0,16.827,,160.1209660725602,1922,0.08330955570892831,481,0.08330955570892831
r0010_AB-chemo_kill_rate,True,0,17.682,,160.1209660725602,1922,0.08330955570892831,481,0.08330955570892831
