run_name,index,row,matrix,success,mass,log10_mass,V_core,V_edema,log10_V_core,log10_V_edema,r95_core,r95_edema,centroid_drift,R_g,anisotropy,log10_anisotropy,wm_fraction,n_core,n_edema,voxel_volume,final_time,n_steps,wall_time_s,cavity_volume_mm3,dose_volume_mm3
r0000_A,0,0,A,True,158.7545915707889,2.2007262950035065,0.0,0.0,0.0,0.0,0.0,0.0,11.028802077251497,18.905368608411955,1.9577652904948046,0.2917606245698222,0.27234409151505845,0,0,1.0,331.26937359798455,1065,2.59442338347435,32.0,19472.0
r0000_AB-rho,1,0,AB:rho,True,201.74772738898352,2.3048086512603634,0.0,0.0,0.0,0.0,0.0,0.0,16.64568031841651,19.83431608345136,2.51210447000031,0.4000376962917658,0.3948652749826408,0,0,1.0,331.26937359798455,1065,2.883128270506859,742.0,36814.0
r0000_AB-white_matter_diffusivity,2,0,AB:white_matter_diffusivity,True,112.73633983069605,2.052063930633756,0.0,0.0,0.0,0.0,0.0,0.0,9.768070808279926,17.891151060220547,2.1653122902434307,0.3355205409428435,0.26342218366364173,0,0,1.0,331.8935464661711,774,2.7062244713306427,52.0,20702.0
r0000_AB-diffusivity_ratio,3,0,AB:diffusivity_ratio,True,213.20110096858983,2.3287894430531684,0.0,0.0,0.0,0.0,0.0,0.0,10.862479783366842,18.85949873692667,1.924913753915458,0.284411275643114,0.2646405214543672,0,0,1.0,331.26937359798455,1065,3.3925355449318886,15.0,17696.0
r0000_AB-resection_time,4,0,AB:resection_time,True,178.59606443868842,2.2518718844999372,0.0,0.0,0.0,0.0,0.0,0.0,10.269969168136734,18.64778373867919,1.88142368567511,0.2744866071563605,0.2566753029848789,0,0,1.0,322.4951607841864,1101,3.504405289888382,18.0,17987.0
r0000_AB-chemo_kill_rate,5,0,AB:chemo_kill_rate,True,739.667928460656,2.8690367883726875,0.0,0.0,0.0,0.0,0.0,0.0,11.08181752088715,18.902975856044367,1.9628648265362643,0.2928903927682546,0.27357925519459025,0,0,1.0,331.26937359798455,1065,3.2342849373817444,32.0,19472.0
r0000_AB-chemo_decay_rate,6,0,AB:chemo_decay_rate,True,147.80400115867855,2.169686190876229,0.0,0.0,0.0,0.0,0.0,0.0,11.027403945408832,18.905425602357102,1.9576351371944911,0.2917317514769203,0.27231146403162554,0,0,1.0,331.26937359798455,1065,2.825753040611744,32.0,19472.0
r0000_AB-rt_alpha,7,0,AB:rt_alpha,True,276.9689239922126,2.44243104380882,0.0,0.0,0.0,0.0,0.0,0.0,8.636155191735002,17.03960937084992,1.6486708788379398,0.2171339668812755,0.2286418972947749,0,0,1.0,331.26937359798455,1065,2.83330962061882,32.0,19472.0
r0000_AB-rt_alpha_beta_ratio,8,0,AB:rt_alpha_beta_ratio,True,158.27978911060288,2.199425462947525,0.0,0.0,0.0,0.0,0.0,0.0,11.036882547448812,18.914500372083864,1.9588975718161683,0.29201172789978275,0.2724434344874421,0,0,1.0,331.26937359798455,1065,1.7801605686545372,32.0,19472.0
r0000_AB-gaussian_seed_mass,9,0,AB:gaussian_seed_mass,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,331.26937359798455,1065,3.057185299694538,0.0,0.0
r0000_AB-gaussian_seed_scale,10,0,AB:gaussian_seed_scale,True,61.98335377185811,1.7922750711805517,0.0,0.0,0.0,0.0,0.0,0.0,2.552560144097729,8.495178556121594,1.53276989320811,0.18547696137043146,0.11199621751852236,0,0,1.0,331.26937359798455,1065,2.8381174728274345,0.0,0.0
r0000_AB-gaussian_seed_x_fraction,11,0,AB:gaussian_seed_x_fraction,True,1247.9189217192147,3.0961863698065066,0.0,0.0,0.0,0.0,0.0,0.0,1.6053018208087657,16.46966163116718,1.3343482912236382,0.12526920380373627,0.2999222922402787,0,0,1.0,331.26937359798455,1065,2.8752220049500465,0.0,0.0
r0000_AB-gaussian_seed_y_fraction,12,0,AB:gaussian_seed_y_fraction,True,178.41059398816745,2.2514206391320277,0.0,0.0,0.0,0.0,0.0,0.0,11.012844850909856,18.02502766312393,1.879023722045468,0.2739322629575847,0.24495348147806462,0,0,1.0,331.26937359798455,1065,1.749596692621708,22.0,18603.0
r0000_AB-gaussian_seed_z_fraction,13,0,AB:gaussian_seed_z_fraction,True,191.814267893404,2.2828809085536714,0.0,0.0,0.0,0.0,0.0,0.0,10.810032526938688,18.513020989874185,1.9807141116044238,0.29682179572402395,0.27895773185058353,0,0,1.0,331.26937359798455,1065,2.648690812289715,21.0,18645.0
r0000_B,14,0,B,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,322.77544600133945,817,2.479126937687397,0.0,0.0
r0001_A,15,1,A,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,454.42431517493833,321,1.1375085785984993,0.0,0.0
r0001_AB-rho,16,1,AB:rho,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,454.42431517493833,321,1.797629863023758,0.0,0.0
r0001_AB-white_matter_diffusivity,17,1,AB:white_matter_diffusivity,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,453.8791035149188,1659,2.3831624910235405,0.0,0.0
r0001_AB-diffusivity_ratio,18,1,AB:diffusivity_ratio,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,454.42431517493833,321,1.3108932375907898,0.0,0.0
r0001_AB-resection_time,19,1,AB:resection_time,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,415.86241998340836,347,1.312080256640911,0.0,0.0
r0001_AB-chemo_kill_rate,20,1,AB:chemo_kill_rate,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,454.42431517493833,321,1.5756215304136276,0.0,0.0
r0001_AB-chemo_decay_rate,21,1,AB:chemo_decay_rate,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,454.42431517493833,321,1.1084091514348984,0.0,0.0
r0001_AB-rt_alpha,22,1,AB:rt_alpha,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,454.42431517493833,321,1.3298756554722786,0.0,0.0
r0001_AB-rt_alpha_beta_ratio,23,1,AB:rt_alpha_beta_ratio,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,454.42431517493833,321,1.3818464651703835,0.0,0.0
r0001_AB-gaussian_seed_mass,24,1,AB:gaussian_seed_mass,True,434344.099548304,5.637833926111425,428715.0,450687.0,5.632169692006185,5.653875994718053,74.05403432629447,74.92663077971676,37.82348485695209,51.66707378117648,4.9757701056169825,0.6968603065363767,0.46062110480506124,428715,450687,1.0,454.42431517493833,321,1.2366234734654427,390067.0,960030.0
r0001_AB-gaussian_seed_scale,25,1,AB:gaussian_seed_scale,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,454.42431517493833,321,1.1681768372654915,0.0,0.0
r0001_AB-gaussian_seed_x_fraction,26,1,AB:gaussian_seed_x_fraction,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,454.42431517493833,321,1.260620817542076,0.0,0.0
r0001_AB-gaussian_seed_y_fraction,27,1,AB:gaussian_seed_y_fraction,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,454.42431517493833,321,1.2341713607311249,0.0,0.0
r0001_AB-gaussian_seed_z_fraction,28,1,AB:gaussian_seed_z_fraction,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,454.42431517493833,321,1.2155489698052406,0.0,0.0
r0001_B,29,1,B,True,67793.19158205664,4.831186080197213,562.0,90767.0,2.7505083948513462,4.957932766220627,40.98414016519435,47.92702786528704,28.66007348743388,30.411801332294637,2.9138963216363405,0.4644740952231735,0.47953939210662855,562,90767,1.0,415.2590464011938,1571,4.77741464227438,15847.0,130938.0
r0002_A,30,2,A,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,345.57724486753324,2639,4.864745199680328,0.0,0.0
r0002_AB-rho,31,2,AB:rho,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,345.57724486753324,2639,5.555294498801231,0.0,0.0
r0002_AB-white_matter_diffusivity,32,2,AB:white_matter_diffusivity,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,345.5652995712845,2779,6.649917863309383,0.0,0.0
r0002_AB-diffusivity_ratio,33,2,AB:diffusivity_ratio,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,345.57724486753324,2639,6.5590280666947365,0.0,0.0
r0002_AB-resection_time,34,2,AB:resection_time,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,432.53353245530536,3048,5.209827572107315,0.0,0.0
r0002_AB-chemo_kill_rate,35,2,AB:chemo_kill_rate,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,345.57724486753324,2639,5.436084471642971,0.0,0.0
r0002_AB-chemo_decay_rate,36,2,AB:chemo_decay_rate,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,345.57724486753324,2639,4.858532749116421,0.0,0.0
r0002_AB-rt_alpha,37,2,AB:rt_alpha,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,345.57724486753324,2639,6.262186527252197,0.0,0.0
r0002_AB-rt_alpha_beta_ratio,38,2,AB:rt_alpha_beta_ratio,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,345.57724486753324,2639,2.93151518702507,0.0,0.0
r0002_AB-gaussian_seed_mass,39,2,AB:gaussian_seed_mass,True,171748.03601815773,5.234891779493722,126856.0,245401.0,5.103314436693706,5.389878097858892,47.11952863611742,55.4346462061408,24.283185571019292,35.19384541465864,2.7167147053360137,0.43404403355818844,0.45853214799630027,126856,245401,1.0,345.57724486753324,2639,2.8787943571805954,14079.0,116460.0
r0002_AB-gaussian_seed_scale,40,2,AB:gaussian_seed_scale,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,345.57724486753324,2639,6.103140488266945,0.0,0.0
r0002_AB-gaussian_seed_x_fraction,41,2,AB:gaussian_seed_x_fraction,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,345.57724486753324,2639,2.921629399061203,0.0,0.0
r0002_AB-gaussian_seed_y_fraction,42,2,AB:gaussian_seed_y_fraction,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,345.57724486753324,2639,3.7363796159625053,0.0,0.0
r0002_AB-gaussian_seed_z_fraction,43,2,AB:gaussian_seed_z_fraction,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,345.57724486753324,2639,3.4618847742676735,0.0,0.0
r0002_B,44,2,B,True,14120.967879585734,4.1498644651546845,0.0,0.0,0.0,0.0,0.0,0.0,6.661395434230969,35.984949215581516,1.6806648679286635,0.22548112181568306,0.4272332244637717,0,0,1.0,432.486848270847,3223,4.271303042769432,0.0,0.0
r0003_A,45,3,A,True,1380.175426000256,3.1399342905330307,0.0,0.0,0.0,0.0,0.0,0.0,0.5800688173399803,12.979264791325548,1.1544817698071836,0.06238707944925068,0.6160064388432546,0,0,1.0,394.01890579466067,585,1.96450537443161,0.0,0.0
r0003_AB-rho,46,3,AB:rho,True,216331.99643511532,5.335120758216394,209794.0,233462.0,5.32179513353206,5.368218061908172,52.08646657242167,54.2125446737192,16.911661139374445,32.76223232301041,2.3779846197597534,0.3762090413781016,0.38653847830802796,209794,233462,1.0,394.01890579466067,585,1.7972285225987434,26276.0,160364.0
r0003_AB-white_matter_diffusivity,47,3,AB:white_matter_diffusivity,True,30.756016672238953,1.4879300876545316,0.0,0.0,0.0,0.0,0.0,0.0,0.24668284388812173,7.688531721876863,1.1322041219910828,0.05392473167798941,0.7412281492941515,0,0,1.0,393.5629500389556,339,1.6206603050231934,210.0,26336.0
r0003_AB-diffusivity_ratio,48,3,AB:diffusivity_ratio,True,1368.3149525283256,3.1361860728241258,0.0,0.0,0.0,0.0,0.0,0.0,0.6322923993029337,12.74698720778213,1.1787087848962075,0.07140652033280012,0.6277698185678364,0,0,1.0,394.01890579466067,585,1.3876293301582336,0.0,0.0
r0003_AB-resection_time,49,3,AB:resection_time,True,1131.6622940762845,3.0537168458448316,0.0,0.0,0.0,0.0,0.0,0.0,0.5310292694746177,12.412436010004845,1.1529199341165715,0.06179914824983259,0.6293734411020132,0,0,1.0,350.8861309615854,647,1.3917336612939835,0.0,0.0
r0003_AB-chemo_kill_rate,50,3,AB:chemo_kill_rate,True,272.7150469008295,2.4357091005588654,0.0,0.0,0.0,0.0,0.0,0.0,0.5502220561306842,12.851294010959332,1.1529500117150817,0.0618104780605934,0.6183754920143965,0,0,1.0,394.01890579466067,585,1.2582250386476517,0.0,0.0
r0003_AB-chemo_decay_rate,51,3,AB:chemo_decay_rate,True,1788.8347148678783,3.252570214386824,0.0,0.0,0.0,0.0,0.0,0.0,0.5889231389729183,13.016907889424557,1.1549365988287488,0.0625581439384846,0.615312677549579,0,0,1.0,394.01890579466067,585,1.3903734385967255,0.0,0.0
r0003_AB-rt_alpha,52,3,AB:rt_alpha,True,1380.175426000256,3.1399342905330307,0.0,0.0,0.0,0.0,0.0,0.0,0.5800688173399803,12.979264791325548,1.1544817698071836,0.06238707944925068,0.6160064388432546,0,0,1.0,394.01890579466067,585,1.4303796589374542,0.0,0.0
r0003_AB-rt_alpha_beta_ratio,53,3,AB:rt_alpha_beta_ratio,True,1380.175426000256,3.1399342905330307,0.0,0.0,0.0,0.0,0.0,0.0,0.5800688173399803,12.979264791325548,1.1544817698071836,0.06238707944925068,0.6160064388432546,0,0,1.0,394.01890579466067,585,1.378260649740696,0.0,0.0
r0003_AB-gaussian_seed_mass,54,3,AB:gaussian_seed_mass,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,394.01890579466067,585,1.3114003911614418,0.0,0.0
r0003_AB-gaussian_seed_scale,55,3,AB:gaussian_seed_scale,True,9730.040973592437,3.988114669103669,0.0,0.0,0.0,0.0,0.0,0.0,11.692082056347296,37.5522466156092,1.9201263403711109,0.2833298053289892,0.3285228342180213,0,0,1.0,394.01890579466067,585,1.2949231564998627,59581.0,251572.0
r0003_AB-gaussian_seed_x_fraction,56,3,AB:gaussian_seed_x_fraction,True,1334.2391107839258,3.1252336670531022,0.0,0.0,0.0,0.0,0.0,0.0,1.0945677532887492,12.456559236752135,1.1348261546259721,0.05492933653414271,0.5538135721812371,0,0,1.0,394.01890579466067,585,1.3941990360617638,0.0,0.0
r0003_AB-gaussian_seed_y_fraction,57,3,AB:gaussian_seed_y_fraction,True,84.45177523812245,1.9266087831908327,0.0,0.0,0.0,0.0,0.0,0.0,4.48179013485975,15.469790176320254,1.2847523760492927,0.10881942955171713,0.5819803676649158,0,0,1.0,394.01890579466067,585,1.3303530514240265,4.0,15596.0
r0003_AB-gaussian_seed_z_fraction,58,3,AB:gaussian_seed_z_fraction,True,36.878860134572854,1.5667774892548174,0.0,0.0,0.0,0.0,0.0,0.0,0.7442951365745434,9.368415429592146,1.2941780749100662,0.11199403802503104,0.18373832630092551,0,0,1.0,394.01890579466067,585,1.4013298004865646,105.0,23198.0
r0003_B,59,3,B,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,351.4767813324066,429,1.242823638021946,0.0,0.0
r0004_A,60,4,A,True,10150.073260720805,4.006469176890804,0.0,2541.0,0.0,3.4051755462179893,0.0,15.556349186104045,22.978995263054678,35.183036552975736,1.6624635365678515,0.2207521285369232,0.28795095707418805,0,2541,1.0,405.86265809042914,4152,4.519313171505928,0.0,0.0
r0004_AB-rho,61,4,AB:rho,True,1121596.0391131002,6.049836466925756,1077452.0,1359884.0,6.032398334715981,6.13350218338703,100.90094152187085,113.54734695271397,59.09758432322097,56.16939231944915,2.2364020975595467,0.34954989091900396,0.3612641411220827,1077452,1359884,1.0,405.86265809042914,4152,7.85705192387104,31948.0,196233.0
r0004_AB-white_matter_diffusivity,62,4,AB:white_matter_diffusivity,True,5965.155015426029,3.775621734086726,0.0,8887.0,0.0,3.9488040459328113,0.0,15.0,6.321674193327788,13.289592849559908,2.1121307692270763,0.3247208033483189,0.15833976836830646,0,8887,1.0,406.2563454170597,398,1.209323674440384,0.0,0.0
r0004_AB-diffusivity_ratio,63,4,AB:diffusivity_ratio,True,8347.444006508405,3.9215535145492915,0.0,3354.0,0.0,3.525692524505011,0.0,15.427248620541512,14.980600274093794,24.1277665919878,1.539667155862181,0.18742684551446517,0.2648332569555786,0,3354,1.0,405.86265809042914,4152,9.500575855374336,0.0,0.0
r0004_AB-resection_time,64,4,AB:resection_time,True,6938.6397634804,3.841274340611224,0.0,2541.0,0.0,3.4051755462179893,0.0,15.556349186104045,20.649081810054295,33.0289921432668,1.5917748537112721,0.20188163959156863,0.27536741416980304,0,2541,1.0,354.47259345192157,3759,8.905773043632507,0.0,0.0
r0004_AB-chemo_kill_rate,65,4,AB:chemo_kill_rate,True,2174.47516605938,3.3373544521002456,0.0,0.0,0.0,0.0,0.0,0.0,21.58591691944778,34.60919862538956,1.5308882358696385,0.18494348572317823,0.2727404904917165,0,0,1.0,405.86265809042914,4152,9.319421112537384,0.0,0.0
r0004_AB-chemo_decay_rate,66,4,AB:chemo_decay_rate,True,10528.78718302707,4.0223783474386385,0.0,2541.0,0.0,3.4051755462179893,0.0,15.556349186104045,23.022996375476424,35.201475880947264,1.6669188011496723,0.22191444501605906,0.288414245551738,0,2541,1.0,405.86265809042914,4152,6.941514670848846,0.0,0.0
r0004_AB-rt_alpha,67,4,AB:rt_alpha,True,10150.073260720805,4.006469176890804,0.0,2541.0,0.0,3.4051755462179893,0.0,15.556349186104045,22.978995263054678,35.183036552975736,1.6624635365678515,0.2207521285369232,0.28795095707418805,0,2541,1.0,405.86265809042914,4152,10.571093015372753,0.0,0.0
r0004_AB-rt_alpha_beta_ratio,68,4,AB:rt_alpha_beta_ratio,True,10150.073260720805,4.006469176890804,0.0,2541.0,0.0,3.4051755462179893,0.0,15.556349186104045,22.978995263054678,35.183036552975736,1.6624635365678515,0.2207521285369232,0.28795095707418805,0,2541,1.0,405.86265809042914,4152,7.180730111896992,0.0,0.0
r0004_AB-gaussian_seed_mass,69,4,AB:gaussian_seed_mass,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,405.86265809042914,4152,10.327994205057621,0.0,0.0
r0004_AB-gaussian_seed_scale,70,4,AB:gaussian_seed_scale,True,336.8537924572723,2.5274414412062707,0.0,118.0,0.0,2.075546961392531,0.0,4.47213595499958,20.46207277892227,32.974749481739856,1.483292549513994,0.1712268152964218,0.2695744591231539,0,118,1.0,405.86265809042914,4152,9.290700621902943,0.0,0.0
r0004_AB-gaussian_seed_x_fraction,71,4,AB:gaussian_seed_x_fraction,True,17878.23358941443,4.2523246072861545,0.0,575.0,0.0,2.760422483423212,0.0,15.811388300841896,13.98467825465918,36.3793591500625,1.8487007017077632,0.2668666060655318,0.2875036737429928,0,575,1.0,405.86265809042914,4152,7.2837710455060005,0.0,0.0
r0004_AB-gaussian_seed_y_fraction,72,4,AB:gaussian_seed_y_fraction,True,10065.5323559681,4.002836749234142,0.0,2698.0,0.0,3.431202884556517,0.0,15.556349186104045,22.917824997603528,35.25508248205492,1.6191705687585096,0.20929260117382312,0.29111090336683687,0,2698,1.0,405.86265809042914,4152,6.81951691955328,0.0,0.0
r0004_AB-gaussian_seed_z_fraction,73,4,AB:gaussian_seed_z_fraction,True,10297.418202864194,4.01272835084105,0.0,2358.0,0.0,3.3727279408855955,0.0,15.588457268119896,22.982234701319744,35.608076097221584,1.673917977058278,0.22373417349970415,0.3037448962503865,0,2358,1.0,405.86265809042914,4152,4.294290237128735,0.0,0.0
r0004_B,74,4,B,True,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,1.0,355.2168675762458,481,1.1665834486484528,0.0,0.0
r0005_A,75,5,A,True,23421.883715140793,4.369621820462764,19566.0,28536.0,4.291524245008066,4.455408315242286,27.427166069832943,30.886890422961002,13.73801412235023,19.75542131661915,3.5175811799234404,0.5462441290167943,0.47285668691094024,19566,28536,1.0,358.70180841745184,544,1.2974799424409866,16927.0,126014.0
r0005_AB-rho,76,5,AB:rho,True,1246.3656298990113,3.0956454642766507,0.0,0.0,0.0,0.0,0.0,0.0,4.052304550090952,14.892807921324701,1.595285543886862,0.2028384297350879,0.23949408778454617,0,0,1.0,358.70180841745184,544,1.325390413403511,5744.0,73794.0
r0005_AB-white_matter_diffusivity,77,5,AB:white_matter_diffusivity,True,486140.94981874863,5.686762205175081,433544.0,598422.0,5.637034181944641,5.777008277004008,77.23341245859851,91.43850392476902,44.51381049647994,44.08003026227024,2.3846767911965308,0.3774295249644587,0.4145174295422575,433544,598422,1.0,358.017241484873,5424,5.627798296511173,16777.0,129939.0
r0005_AB-diffusivity_ratio,78,5,AB:diffusivity_ratio,True,44303.8257760102,4.646441230549699,37898.0,55269.0,4.57862775085959,4.742489464581775,28.442925306655784,31.906112267087632,13.627266307105867,22.151132517472032,3.5494866508445653,0.5501655471884594,0.3594602208175996,37898,55269,1.0,358.70180841745184,544,1.2968401983380318,16685.0,125225.0
r0005_AB-resection_time,79,5,AB:resection_time,True,36605.12526777036,4.563541897407407,30282.0,45772.0,4.481198896551556,4.660609377377021,33.54101966249684,37.107950630558946,16.815650221498156,23.26576375041854,3.8028861611905125,0.5801133250679689,0.5097528557780847,30282,45772,1.0,447.34561168105336,461,1.1985475346446037,23352.0,150617.0
r0005_AB-chemo_kill_rate,80,5,AB:chemo_kill_rate,True,24274.37807204866,4.385148111769024,20277.0,29408.0,4.3070251187186726,4.468480257357613,27.748873851023216,31.20897306865447,13.806536403814505,19.844940717201748,3.5162127557819343,0.5460751450896307,0.47410074909894145,20277,29408,1.0,358.70180841745184,544,1.4042029604315758,16927.0,126014.0
r0005_AB-chemo_decay_rate,81,5,AB:chemo_decay_rate,True,22717.54914783562,4.3563614762914415,18947.0,27877.0,4.277563376055919,4.445261613754528,27.147743920996454,30.675723300355934,13.681466562129826,19.68067654980088,3.5185061786422334,0.5463583180031389,0.4718261665739704,18947,27877,1.0,358.70180841745184,544,1.2863702028989792,16927.0,126014.0
r0005_AB-rt_alpha,82,5,AB:rt_alpha,True,13341.502030360296,4.125204726640154,9877.0,17788.0,3.9946690218255294,4.250151535116612,23.021728866442675,26.77685567799177,12.84243688596938,18.347122637694437,3.453357507950067,0.5382415409016854,0.4565709302978109,9877,17788,1.0,358.70180841745184,544,1.4244557172060013,16927.0,126014.0
r0005_AB-rt_alpha_beta_ratio,83,5,AB:rt_alpha_beta_ratio,True,24504.778857364836,4.389250787588925,20508.0,29783.0,4.31194448508462,4.4739830232103355,27.80287754891569,31.336879231984796,13.84545891559067,19.905867703699705,3.516727275876774,0.5461386898482693,0.47471027252450376,20508,29783,1.0,358.70180841745184,544,1.4941362142562866,16927.0,126014.0
r0005_AB-gaussian_seed_mass,84,5,AB:gaussian_seed_mass,True,14889.26007334306,4.172873115881881,12823.0,18383.0,4.108023509346088,4.26444001134421,22.315913604421397,25.573423705088842,11.914527188803065,15.07324662316992,2.8505633391683016,0.45493069541756487,0.46821797825009287,12823,18383,1.0,358.70180841745184,544,1.9176530167460442,6340.0,77475.0
r0005_AB-gaussian_seed_scale,85,5,AB:gaussian_seed_scale,True,119443.84852264765,5.077163788062771,111360.0,144247.0,5.046733122163505,5.1591098003720655,82.3164625090267,85.46344247688599,64.93762282631172,41.36806878673405,9.43953679996582,0.9749506839003581,0.5047878418944864,111360,144247,1.0,358.70180841745184,544,1.258447378873825,864716.0,1809273.0
r0005_AB-gaussian_seed_x_fraction,86,5,AB:gaussian_seed_x_fraction,True,32458.243195060386,4.511325009903688,28810.0,40536.0,4.459558332454132,4.607851604947631,28.42534080710379,31.63858403911275,15.36807102326991,19.4417840834948,2.568388921230545,0.40966078791521787,0.5826133555667248,28810,40536,1.0,358.70180841745184,544,1.3462349101901054,19260.0,131505.0
r0005_AB-gaussian_seed_y_fraction,87,5,AB:gaussian_seed_y_fraction,True,54692.724469864814,4.737929557910337,46645.0,67719.0,4.668814407945135,4.830716949436898,28.53068523537421,31.78049716414141,6.891244754476499,23.80437959847423,1.5505081011004012,0.1904740396826715,0.5801570291010999,46645,67719,1.0,358.70180841745184,544,1.2363561391830444,19410.0,131526.0
r0005_AB-gaussian_seed_z_fraction,88,5,AB:gaussian_seed_z_fraction,True,18554.488822535295,4.268448994006265,15477.0,23029.0,4.18971484232368,4.362293937964231,27.313000567495326,30.740852297878796,15.748860979923137,18.145691537613935,4.265361586597938,0.6299558534186359,0.45615706380342297,15477,23029,1.0,358.70180841745184,544,1.287626214325428,17013.0,126272.0
r0005_B,89,5,B,True,310130.00644577376,5.491543788176593,83694.0,354157.0,4.922699513700896,5.549197056431215,34.72751070837067,49.47726750741192,16.545126730609105,51.46566894282646,1.522430608679497,0.1825375069178056,0.17158536407977493,83694,354157,1.0,446.8751369735404,6553,8.373113311827183,245.0,34866.0
r0006_A,90,6,A,True,467895.87263852404,5.670149214249202,446301.0,520652.0,5.649628833035953,5.71654837513695,89.59352655186646,93.57884376289333,51.634314093839286,41.705573974083926,2.993217927885463,0.47613833776655645,0.4182251693810209,446301,520652,1.0,420.3734766919594,1297,2.193441852927208,30761.0,175687.0
r0006_AB-rho,91,6,AB:rho,True,1410529.4603928088,6.149382161283599,1397523.0,1458365.0,6.145359274861192,6.16386653072611,121.97540735738495,123.5677951571525,70.179758644821,58.398853285157976,2.392449464124521,0.37884277291339286,0.38865639671564245,1397523,1458365,1.0,420.3734766919594,1297,3.218258298933506,74856.0,308177.0
r0006_AB-white_matter_diffusivity,92,6,AB:white_matter_diffusivity,True,381813.13724824204,5.581850867316587,360032.0,425615.0,5.556342309270266,5.629017945840325,84.24962907930218,88.41379982785493,49.167247352503026,38.793112295134414,2.8039582704823274,0.4477715460156935,0.40652250318155564,360032,425615,1.0,420.56169150056166,1178,1.9214735105633736,28052.0,166575.0
r0006_AB-diffusivity_ratio,93,6,AB:diffusivity_ratio,True,380447.89168441977,5.580295181727779,357245.0,426555.0,5.5529673747963795,5.62997605518577,88.80315309717331,92.84934033152847,51.75782497514049,38.77485536987361,2.7959216680810433,0.44652499983591004,0.4286223469061247,357245,426555,1.0,420.3734766919594,1297,2.8812720477581024,24799.0,156781.0
r0006_AB-resection_time,94,6,AB:resection_time,True,321197.86623046815,5.5067726515275295,299957.0,357127.0,5.4770604492357124,5.552823901631537,78.10889834071403,82.65651777588465,45.52707158834859,36.02070098780934,2.4168711842215367,0.38325350374955797,0.37460026346159137,299957,357127,1.0,379.2837917029167,1252,2.7950035482645035,14209.0,115870.0
r0006_AB-chemo_kill_rate,95,6,AB:chemo_kill_rate,True,451563.2415896228,5.654718582002871,430042.0,504922.0,5.633511882856449,5.70322515391113,88.73556220591607,92.82241108697835,51.305181976633314,41.253922842981424,2.966422665003796,0.4722330307115973,0.417259187121294,430042,504922,1.0,420.3734766919594,1297,1.7933082059025764,30761.0,175687.0
