qoi,factor,S1,S1_conf,ST,ST_conf,S1_half,ST_half,n_blocks_used
log10_mass,rho,0.6737698827858675,0.04537779410552935,0.7928234643050653,0.04973733338210857,0.6695807095704256,0.7974633977784971,2047
log10_mass,white_matter_diffusivity,0.10036407357972699,0.02732157715945317,0.17957090890097968,0.02276225892398459,0.10912513449814498,0.19338944946237988,2047
log10_mass,diffusivity_ratio,0.0059028375892042784,0.0100164059481927,0.018684652203690304,0.007814124367216325,0.011550607896121345,0.02265590217901433,2047
log10_mass,resection_time,0.004571872873872062,0.01013189140762949,0.029825370574100476,0.013140961408604485,0.011085473027499152,0.045730017485490465,2047
log10_mass,chemo_kill_rate,0.01356508622333537,0.008519919449724115,0.019261298126270466,0.0022198936278143887,0.016745310164120526,0.019032807782254278,2047
log10_mass,chemo_decay_rate,0.0035190895232163166,0.004648394413242816,0.005965360820425195,0.0009304797668427439,0.002463795295664794,0.00580890475937489,2047
log10_mass,rt_alpha,0.01833349057264268,0.018143583479181175,0.09297214699189907,0.015695192617260073,0.016507253611037373,0.08288498242502808,2047
log10_mass,rt_alpha_beta_ratio,0.00022490485873672005,0.00216599250630094,0.0011874526550176578,0.00038426621178934515,0.0003701134131553267,0.001090934080149188,2047
log10_mass,seed_peak_density,-0.004852762253440237,0.013957291985897052,0.05821187817021491,0.01267646079965546,0.0007863809649350533,0.06439128207881527,2047
log10_mass,seed_sigma_mm,0.003887432487848917,0.014783339616534769,0.06175581861281476,0.00760151174260083,0.009835117835767078,0.059028895114306715,2047
log10_mass,gaussian_seed_x_fraction,0.014761450388572493,0.013132584834196654,0.0453973096236837,0.01183110944061963,0.013976087822784974,0.04342584862192349,2047
log10_mass,gaussian_seed_y_fraction,0.007670730058998125,0.010724771986161716,0.03367902778954198,0.012064165714993526,0.008597597524951085,0.03798785526846544,2047
log10_mass,gaussian_seed_z_fraction,0.008991963814326105,0.012456632715377811,0.04136323672459508,0.01220230718765093,0.018541982608618227,0.05464151021435871,2047
V_core,rho,0.44815561456400094,0.07101338365640233,0.8652193428072578,0.08683693705465892,0.43142218462041626,0.8595764786808199,2047
V_core,white_matter_diffusivity,0.11937196532331389,0.04873075982419744,0.5456970161739217,0.06889545040283317,0.1337989094855203,0.556382755482315,2047
V_core,diffusivity_ratio,0.0047481097460885585,0.009170372826182127,0.023547857574407888,0.005789355922383611,0.007883149919085099,0.021885967774963072,2047
V_core,resection_time,0.007869287140216364,0.01204132533776458,0.07089310093498633,0.017861811050918146,0.013296680506288145,0.07436851433075115,2047
V_core,chemo_kill_rate,8.596493258323381e-05,0.00281206331497796,0.0021800476490681023,0.0007799640223842745,0.0026887682639902552,0.002394803680297799,2047
V_core,chemo_decay_rate,-4.1611323090341975e-05,0.0014774243729296602,0.0007669416786058291,0.0004103418312729895,-0.0007925431983659849,0.0007642785304494518,2047
V_core,rt_alpha,-0.0007948009444234514,0.0012409888774521777,0.00029295719131546666,9.076059779325552e-05,-0.0005233123793445158,0.00032721587436822653,2047
V_core,rt_alpha_beta_ratio,0.00012060313331312158,8.049088018452228e-05,1.3387190214767824e-06,3.800060560637908e-07,0.0001561385803906407,1.227259520652245e-06,2047
V_core,seed_peak_density,0.00010714041743571118,0.001704956685876263,0.0014076008563953973,0.0006458818459569212,0.0007206699324291797,0.001318714851474158,2047
V_core,seed_sigma_mm,0.0032330085764664,0.004643239562853502,0.0064903297466329685,0.0021738759966220297,0.004414528336225203,0.006084668261898091,2047
V_core,gaussian_seed_x_fraction,0.0028516983395821174,0.006042016690996216,0.015308905386985502,0.004011124675192405,-0.00027759508096773203,0.01487426592138159,2047
V_core,gaussian_seed_y_fraction,0.0032255284396742827,0.008317783762655481,0.021781216807090453,0.0059438697117571515,-0.0020910015617024314,0.02994475627227449,2047
V_core,gaussian_seed_z_fraction,0.0033438586001834844,0.009328361280932767,0.022375242723375852,0.006561156866553898,0.005325543616773571,0.022679608750333213,2047
V_edema,rho,0.4423923625308787,0.06781400215266595,0.8499574872890835,0.082404629638209,0.41977277720712286,0.8433320835139057,2047
V_edema,white_matter_diffusivity,0.13532281105900754,0.048670806629034995,0.5459820994163165,0.06580767440951886,0.15354350515519471,0.5580647342906041,2047
V_edema,diffusivity_ratio,0.006615837229551229,0.009420219691767973,0.02249115997481841,0.004899821226962892,0.010553929366954424,0.02118603364532124,2047
V_edema,resection_time,0.008282817760359891,0.011651978771178543,0.06630044715377015,0.016396602579970995,0.012013297515145651,0.0708469264505843,2047
V_edema,chemo_kill_rate,0.0002947234925142763,0.0027641003109223484,0.002225176082763202,0.0008037158241443019,0.002944321641668996,0.0025122514682936153,2047
V_edema,chemo_decay_rate,0.00029810701933541194,0.0014683763075491404,0.0007628853248832035,0.0003922491476846772,-0.00023380179563465983,0.0007344599987307429,2047
V_edema,rt_alpha,-0.0009373196492893182,0.0013602085489807466,0.00027006955207923764,7.59519517516945e-05,-0.0008311908789190085,0.0002998963807644364,2047
V_edema,rt_alpha_beta_ratio,0.00012144125921414909,7.929887358354768e-05,1.4469454365843766e-06,4.1696299071025247e-07,0.00016053273477573414,1.4196908384871205e-06,2047
V_edema,seed_peak_density,0.0006656137996231634,0.0016262885685592737,0.0015232522815245575,0.000612604131452161,0.0009981244194615718,0.0016189379583141734,2047
V_edema,seed_sigma_mm,0.0032799516008878817,0.005000020322784325,0.007304592328394631,0.002347145604014367,0.003927675612329851,0.007188050003854911,2047
V_edema,gaussian_seed_x_fraction,0.0029579367684987685,0.0060997950439129435,0.015150616288964254,0.0037534859435286675,-0.0002189510178306286,0.01475368602457212,2047
V_edema,gaussian_seed_y_fraction,0.004389666043857307,0.008591411031353047,0.02165681464379727,0.005360447135757492,-0.0010065773240065074,0.028144848105291893,2047
V_edema,gaussian_seed_z_fraction,0.0049090636838968,0.009677930534354553,0.023592328298691675,0.006502437400110589,0.007278285228985776,0.024071606495346162,2047
log10_V_core,rho,0.8506609932544497,0.048933221035042385,0.9712073011722927,0.04534644037576045,0.8399293402118548,0.9681452393180098,2047
log10_V_core,white_matter_diffusivity,0.032142490129596565,0.01676047943639117,0.08696458686918807,0.014215150910454423,0.022924488021174392,0.0885976936807821,2047
log10_V_core,diffusivity_ratio,0.007231085216011555,0.008459333217825068,0.01813459066293924,0.005778234320072851,0.006683547956231888,0.022350056328767107,2047
log10_V_core,resection_time,0.010220304179393819,0.011084064550457367,0.032517675549087924,0.008600856361574902,0.015551509169532216,0.04065125524801046,2047
log10_V_core,chemo_kill_rate,0.0054241751649053,0.011179084638098895,0.029903959608954134,0.007319870808815974,0.008078631228377375,0.027511538688493625,2047
log10_V_core,chemo_decay_rate,0.005936529469509578,0.007596852219424401,0.011848222330571688,0.004551850616241345,0.008218767394051151,0.010841651556186558,2047
log10_V_core,rt_alpha,0.010250920533968476,0.01388343549993921,0.04671622401022815,0.009915227196914018,0.007411471252155933,0.05112381747575892,2047
log10_V_core,rt_alpha_beta_ratio,0.00039567391579619553,0.0021341524857903787,0.0014747410396215711,0.001134676187069074,0.0008227724127442931,0.0013155881354502492,2047
log10_V_core,seed_peak_density,0.007608945444331523,0.009480917271496126,0.020993040337383913,0.00556966404941697,0.002584160527322271,0.02126905402933441,2047
log10_V_core,seed_sigma_mm,0.015739419060506188,0.011750729349233251,0.03418694060489063,0.00791543354543082,0.01619937969875348,0.034920837394940334,2047
log10_V_core,gaussian_seed_x_fraction,0.011980028986906553,0.009028928253968447,0.0210898022305766,0.006217583459816981,0.015847894138469275,0.029200592172327188,2047
log10_V_core,gaussian_seed_y_fraction,0.014240083780968344,0.009176794436298461,0.021451853154530624,0.006055794907464275,0.01450872119735041,0.028875506960672946,2047
log10_V_core,gaussian_seed_z_fraction,0.004441454594934313,0.009240137631987663,0.02153365942096583,0.006283047016461835,0.0071470120076230605,0.027575206593516366,2047
log10_V_edema,rho,0.7983022348506889,0.04701011918559063,0.952180058463309,0.04632103083852846,0.7891941241175369,0.9508257528444211,2047
log10_V_edema,white_matter_diffusivity,0.01740443020996984,0.02133231269586439,0.12645292349429899,0.016789658002026805,0.008996611157860867,0.12411079485126028,2047
log10_V_edema,diffusivity_ratio,0.0005368752410498136,0.008688360771360754,0.021113968869620827,0.005723658612896459,0.0014665893796255904,0.02314254956056879,2047
log10_V_edema,resection_time,0.0006843951632489525,0.01086084131197617,0.026855350809316267,0.007355280693250779,0.003767900323942894,0.030524919462733665,2047
log10_V_edema,chemo_kill_rate,0.0031679986447422114,0.012504712259817918,0.041026896963436615,0.0077804321780747055,-0.00041345859014176386,0.042589704965933894,2047
log10_V_edema,chemo_decay_rate,0.0017244312073171235,0.00708806702063241,0.013757159582812655,0.004825003517741217,0.002757393191254923,0.013273617813925866,2047
log10_V_edema,rt_alpha,0.017865792530496055,0.01472331943207013,0.056073073708302223,0.010130722574254085,0.013093771501926497,0.05690166989489771,2047
