patient,cell,t_r_column,observation_set,split,name,resid7_frac,norm_T_r,n_rows
p12,young_strong,scaled_dt,d,day,pre,7.064771262558886e-11,507.9305386585335,716572
p12,young_strong,scaled_dt,d,day,d34,0.06802547331685685,0.015815744459370618,716572
p12,young_strong,scaled_dt,d,day,d55,0.11492019436334312,0.00258069281826039,716572
p12,young_strong,scaled_dt,d,day,d120,0.18072878408844997,0.0011370865149209833,716572
p12,young_strong,scaled_dt,e,region,core,9.901562035429397e-12,151.5644344366534,10352
p12,young_strong,scaled_dt,e,region,rim,6.273117205553045e-12,349.2922222258236,31018
p12,young_strong,scaled_dt,e,region,out_of_field,0.001586578761231359,0.21287340793827758,1723734
p12,young_strong,scaled_dt,e,day,pre,6.135488763444289e-12,507.9305386585335,716572
p12,young_strong,scaled_dt,e,day,d80,0.12060421765754265,0.0027688942946653555,716572
p12,young_strong,scaled_dt,e,day,d120,0.14090659819068896,0.0011370865149209833,716572
p12,young_strong,scaled_dt,f,region,core,1.1143282184577419e-10,151.5644344366534,10352
p12,young_strong,scaled_dt,f,region,rim,7.573497548994015e-11,349.2922222258236,31018
p12,young_strong,scaled_dt,f,region,out_of_field,0.003778616533691572,0.21318898721637924,2872890
p12,young_strong,scaled_dt,f,day,pre,7.298088401078442e-11,507.9305386585335,716572
p12,young_strong,scaled_dt,f,day,d34,0.06804942700747135,0.015815744459370618,716572
p12,young_strong,scaled_dt,f,day,d55,0.11704933408032257,0.00258069281826039,716572
p12,young_strong,scaled_dt,f,day,d80,0.12886520718427702,0.0027688942946653555,716572
p12,young_strong,scaled_dt,f,day,d120,0.17540538930825544,0.0011370865149209833,716572
p12,young_strong,fixed_dt,a,region,core,0.00047880264051809745,151.67730208851825,10352
p12,young_strong,fixed_dt,a,region,rim,0.0007135178138852066,349.48048480092996,31018
p12,young_strong,fixed_dt,a,region,out_of_field,0.0002270452186297854,0.21278159688256962,574578
p12,young_strong,fixed_dt,a,day,pre,0.0005733966506263497,508.0658755402558,716572
p12,young_strong,fixed_dt,b,region,core,0.00047880264164674216,151.67730208851825,10352
p12,young_strong,fixed_dt,b,region,rim,0.0007135178139261982,349.48048480092996,31018
p12,young_strong,fixed_dt,b,region,out_of_field,0.0006905840411232712,0.21278430224785466,1149156
p12,young_strong,fixed_dt,b,day,pre,0.0005733966506263498,508.0658755402558,716572
p12,young_strong,fixed_dt,b,day,d120,0.1377494696564923,0.0011373988854414948,716572
p12,young_strong,fixed_dt,c,region,core,0.0004788026432861294,151.67730208851825,10352
p12,young_strong,fixed_dt,c,region,rim,0.0007135178139699196,349.48048480092996,31018
p12,young_strong,fixed_dt,c,region,out_of_field,0.0015474050125474487,0.21279962481011835,1723734
p12,young_strong,fixed_dt,c,day,pre,0.0005733966506263509,508.0658755402558,716572
p12,young_strong,fixed_dt,c,day,d55,0.11157857131620047,0.0025821371160547855,716572
p12,young_strong,fixed_dt,c,day,d120,0.1806091518377392,0.0011373988854414948,716572
p12,young_strong,fixed_dt,d,region,core,0.00047880268554300037,151.67730208851825,10352
p12,young_strong,fixed_dt,d,region,rim,0.000713517826489416,349.48048480092996,31018
p12,young_strong,fixed_dt,d,region,out_of_field,0.003525122425576929,0.2131005261195938,2298312
p12,young_strong,fixed_dt,d,day,pre,0.000573396650626355,508.0658755402558,716572
p12,young_strong,fixed_dt,d,day,d34,0.06871266228372301,0.015818652304396472,716572
p12,young_strong,fixed_dt,d,day,d55,0.11189741090904742,0.0025821371160547855,716572
p12,young_strong,fixed_dt,d,day,d120,0.18177248070237018,0.0011373988854414948,716572
p12,young_strong,fixed_dt,e,region,core,0.00047880264704843503,151.67730208851825,10352
p12,young_strong,fixed_dt,e,region,rim,0.0007135178140651865,349.48048480092996,31018
p12,young_strong,fixed_dt,e,region,out_of_field,0.0016091329391827987,0.2128013230393627,1723734
p12,young_strong,fixed_dt,e,day,pre,0.0005733966506263505,508.0658755402558,716572
p12,young_strong,fixed_dt,e,day,d80,0.12116495077833603,0.0027686903797686587,716572
p12,young_strong,fixed_dt,e,day,d120,0.14088467427634513,0.0011373988854414948,716572
p12,young_strong,fixed_dt,f,region,core,0.00047880268731436223,151.67730208851825,10352
p12,young_strong,fixed_dt,f,region,rim,0.0007135178261539622,349.48048480092996,31018
p12,young_strong,fixed_dt,f,region,out_of_field,0.0038267512676888544,0.21311752165564543,2872890
p12,young_strong,fixed_dt,f,day,pre,0.000573396650626354,508.0658755402558,716572
p12,young_strong,fixed_dt,f,day,d34,0.06874185501726365,0.015818652304396472,716572
p12,young_strong,fixed_dt,f,day,d55,0.11410541204597881,0.0025821371160547855,716572
p12,young_strong,fixed_dt,f,day,d80,0.12973861394443337,0.0027686903797686587,716572
p12,young_strong,fixed_dt,f,day,d120,0.17622117129234363,0.0011373988854414948,716572
p13,young_strong,scaled_dt,a,region,core,2.2009696201497376e-15,165.87496138304218,5302
p13,young_strong,scaled_dt,a,region,rim,1.8767791978625445e-15,279.2284368506238,9392
p13,young_strong,scaled_dt,a,region,out_of_field,1.7071805266904035e-14,0.00017250179364236296,437048
p13,young_strong,scaled_dt,a,day,pre,1.8240988720485037e-15,395.62577650413914,544416
p13,young_strong,scaled_dt,b,region,core,3.5095222077725525e-13,165.87496138304218,5302
p13,young_strong,scaled_dt,b,region,rim,2.880346727539965e-13,279.2284368506238,9392
p13,young_strong,scaled_dt,b,region,out_of_field,0.11836577394492577,0.00035018240934942576,874096
p13,young_strong,scaled_dt,b,day,pre,2.8874033085967564e-13,395.62577650413914,544416
p13,young_strong,scaled_dt,b,day,d120,0.1384812034249104,0.0003211792780060553,544416
p13,young_strong,scaled_dt,c,region,core,3.062707940917545e-13,165.87496138304218,5302
p13,young_strong,scaled_dt,c,region,rim,2.7343678968193954e-13,279.2284368506238,9392
p13,young_strong,scaled_dt,c,region,out_of_field,0.1402189597279829,0.0003868735349705089,1311144
p13,young_strong,scaled_dt,c,day,pre,2.7263094575742483e-13,395.62577650413914,544416
p13,young_strong,scaled_dt,c,day,d55,0.2129445569560762,0.0001650621213201993,544416
p13,young_strong,scaled_dt,c,day,d120,0.14175609223148228,0.0003211792780060553,544416
p13,young_strong,scaled_dt,d,region,core,4.0620013644844423e-13,165.87496138304218,5302
p13,young_strong,scaled_dt,d,region,rim,3.549905528885366e-13,279.2284368506238,9392
p13,young_strong,scaled_dt,d,region,out_of_field,0.1340287736584633,0.00043311528247831334,1748192
p13,young_strong,scaled_dt,d,day,pre,3.5148351500145364e-13,395.62577650413914,544416
p13,young_strong,scaled_dt,d,day,d34,0.09675730500047929,0.0002701043834287724,544416
p13,young_strong,scaled_dt,d,day,d55,0.21520900666206838,0.0001650621213201993,544416
p13,young_strong,scaled_dt,d,day,d120,0.1415667000009587,0.0003211792780060553,544416
p13,young_strong,scaled_dt,e,region,core,5.517687341697584e-13,165.87496138304218,5302
p13,young_strong,scaled_dt,e,region,rim,4.5282594272506055e-13,279.2284368506238,9392
p13,young_strong,scaled_dt,e,region,out_of_field,0.12284974778016952,0.0004206486252491544,1311144
p13,young_strong,scaled_dt,e,day,pre,4.546453152669644e-13,395.62577650413914,544416
p13,young_strong,scaled_dt,e,day,d80,0.1346972003062939,0.00023937307897495136,544416
p13,young_strong,scaled_dt,e,day,d120,0.13856181529381628,0.0003211792780060553,544416
p13,young_strong,scaled_dt,f,region,core,6.042998290744431e-13,165.87496138304218,5302
p13,young_strong,scaled_dt,f,region,rim,5.177767476054738e-13,279.2284368506238,9392
p13,young_strong,scaled_dt,f,region,out_of_field,0.13461025586999054,0.0004918398052440487,2185240
p13,young_strong,scaled_dt,f,day,pre,5.111152865049231e-13,395.62577650413914,544416
p13,young_strong,scaled_dt,f,day,d34,0.09688018347852868,0.0002701043834287724,544416
p13,young_strong,scaled_dt,f,day,d55,0.21911035803081635,0.0001650621213201993,544416
p13,young_strong,scaled_dt,f,day,d80,0.13701202949092983,0.00023937307897495136,544416
p13,young_strong,scaled_dt,f,day,d120,0.1401636923632401,0.0003211792780060553,544416
p13,young_strong,fixed_dt,a,region,core,0.0006592197733767568,166.2078787959684,5302
p13,young_strong,fixed_dt,a,region,rim,0.0012720267610507262,279.597508060818,9392
p13,young_strong,fixed_dt,a,region,out_of_field,0.001989747531732394,0.00017281819796214278,437048
p13,young_strong,fixed_dt,a,day,pre,0.0009934564760746404,396.12275409422284,544416
p13,young_strong,fixed_dt,b,region,core,0.0006592197734559342,166.2078787959684,5302
p13,young_strong,fixed_dt,b,region,rim,0.0012720267610562966,279.597508060818,9392
p13,young_strong,fixed_dt,b,region,out_of_field,0.11826640624707323,0.0003513066781379373,874096
p13,young_strong,fixed_dt,b,day,pre,0.0009934564760746372,396.12275409422284,544416
p13,young_strong,fixed_dt,b,day,d120,0.13819122925813873,0.00032239395667583596,544416
p13,young_strong,fixed_dt,c,region,core,0.0006592197733227796,166.2078787959684,5302
p13,young_strong,fixed_dt,c,region,rim,0.0012720267610639654,279.597508060818,9392
p13,young_strong,fixed_dt,c,region,out_of_field,0.14030582729261445,0.00038825230235213666,1311144
p13,young_strong,fixed_dt,c,day,pre,0.0009934564760746398,396.12275409422284,544416
p13,young_strong,fixed_dt,c,day,d55,0.21295438105097808,0.00016597199708271856,544416
p13,young_strong,fixed_dt,c,day,d120,0.14157379928417413,0.00032239395667583596,544416
p13,young_strong,fixed_dt,d,region,core,0.0006592197733162939,166.2078787959684,5302
p13,young_strong,fixed_dt,d,region,rim,0.0012720267610769219,279.597508060818,9392
p13,young_strong,fixed_dt,d,region,out_of_field,0.13431328031385495,0.000434511736197322,1748192
p13,young_strong,fixed_dt,d,day,pre,0.0009934564760746424,396.12275409422284,544416
p13,young_strong,fixed_dt,d,day,d34,0.09756576114374416,0.00027037780894364284,544416
p13,young_strong,fixed_dt,d,day,d55,0.21526570302016873,0.00016597199708271856,544416
p13,young_strong,fixed_dt,d,day,d120,0.141388302797697,0.00032239395667583596,544416
p13,young_strong,fixed_dt,e,region,core,0.0006592197735057432,166.2078787959684,5302
p13,young_strong,fixed_dt,e,region,rim,0.001272026761061829,279.597508060818,9392
p13,young_strong,fixed_dt,e,region,out_of_field,0.12308700390833445,0.00042169332208861517,1311144
p13,young_strong,fixed_dt,e,day,pre,0.0009934564760746395,396.12275409422284,544416
p13,young_strong,fixed_dt,e,day,d80,0.13562018033362663,0.0002395746619296526,544416
p13,young_strong,fixed_dt,e,day,d120,0.13828160479790677,0.00032239395667583596,544416
p13,young_strong,fixed_dt,f,region,core,0.0006592197733645357,166.2078787959684,5302
p13,young_strong,fixed_dt,f,region,rim,0.0012720267610854276,279.597508060818,9392
p13,young_strong,fixed_dt,f,region,out_of_field,0.13509492215989524,0.0004931625742927289,2185240
p13,young_strong,fixed_dt,f,day,pre,0.0009934564760746402,396.12275409422284,544416
p13,young_strong,fixed_dt,f,day,d34,0.09770322741387764,0.00027037780894364284,544416
p13,young_strong,fixed_dt,f,day,d55,0.21944587969507034,0.00016597199708271856,544416
p13,young_strong,fixed_dt,f,day,d80,0.13812296045104466,0.0002395746619296526,544416
p13,young_strong,fixed_dt,f,day,d120,0.1398843948655065,0.00032239395667583596,544416
p14,young_strong,scaled_dt,a,region,core,2.7914226518548646e-15,68.65266180770458,2886
p14,young_strong,scaled_dt,a,region,rim,2.6388699073279887e-15,129.68316785176987,6582
p14,young_strong,scaled_dt,a,region,out_of_field,1.5615146806953566e-14,0.00021279909917476124,404760
p14,young_strong,scaled_dt,a,day,pre,2.539725873278231e-15,185.87601714386676,492076
p14,young_strong,scaled_dt,b,region,core,8.713878380519624e-13,68.65266180770458,2886
p14,young_strong,scaled_dt,b,region,rim,6.981507454937101e-13,129.68316785176987,6582
p14,young_strong,scaled_dt,b,region,out_of_field,0.11672032698587098,0.0003515208707471628,809520
p14,young_strong,scaled_dt,b,day,pre,6.407599256723947e-13,185.87601714386676,492076
p14,young_strong,scaled_dt,b,day,d120,0.1642445359273813,0.00029521083129202086,492076
p14,young_strong,scaled_dt,c,region,core,9.464580732177484e-13,68.65266180770458,2886
p14,young_strong,scaled_dt,c,region,rim,7.643028466938982e-13,129.68316785176987,6582
p14,young_strong,scaled_dt,c,region,out_of_field,0.11856375949868234,0.00039211185583770154,1214280
p14,young_strong,scaled_dt,c,day,pre,7.28865271605126e-13,185.87601714386676,492076
p14,young_strong,scaled_dt,c,day,d55,0.1636953126374484,0.0001743155467031402,492076
p14,young_strong,scaled_dt,c,day,d120,0.1660620824281144,0.00029521083129202086,492076
p14,young_strong,scaled_dt,d,region,core,1.4616921461473074e-12,68.65266180770458,2886
p14,young_strong,scaled_dt,d,region,rim,1.1828992796125907e-12,129.68316785176987,6582
p14,young_strong,scaled_dt,d,region,out_of_field,0.16078868915844008,0.0004432839864151845,1619040
p14,young_strong,scaled_dt,d,day,pre,1.0988986398192586e-12,185.87601714386676,492076
p14,young_strong,scaled_dt,d,day,d34,0.14696081609464973,0.00020838682286474853,492076
p14,young_strong,scaled_dt,d,day,d55,0.2361785041756917,0.0001743155467031402,492076
p14,young_strong,scaled_dt,d,day,d120,0.18092155198781884,0.00029521083129202086,492076
p14,young_strong,scaled_dt,e,region,core,1.544424411734863e-12,68.65266180770458,2886
p14,young_strong,scaled_dt,e,region,rim,1.261905688539104e-12,129.68316785176987,6582
p14,young_strong,scaled_dt,e,region,out_of_field,0.13292177701063773,0.0004142519481095988,1214280
p14,young_strong,scaled_dt,e,day,pre,1.1441905188324223e-12,185.87601714386676,492076
p14,young_strong,scaled_dt,e,day,d80,0.17004742436691736,0.0002248244066540255,492076
p14,young_strong,scaled_dt,e,day,d120,0.1663406554024445,0.00029521083129202086,492076
p14,young_strong,scaled_dt,f,region,core,2.0992981687659936e-12,68.65266180770458,2886
p14,young_strong,scaled_dt,f,region,rim,1.7069526327636927e-12,129.68316785176987,6582
p14,young_strong,scaled_dt,f,region,out_of_field,0.16588375543980843,0.0004945082876493493,2023800
p14,young_strong,scaled_dt,f,day,pre,1.5652288178395392e-12,185.87601714386676,492076
p14,young_strong,scaled_dt,f,day,d34,0.14791660002149,0.00020838682286474853,492076
p14,young_strong,scaled_dt,f,day,d55,0.2403869693674424,0.0001743155467031402,492076
p14,young_strong,scaled_dt,f,day,d80,0.18559976707699533,0.0002248244066540255,492076
p14,young_strong,scaled_dt,f,day,d120,0.17905802022387535,0.00029521083129202086,492076
p14,young_strong,fixed_dt,a,region,core,0.0008775948313609849,68.83012716008876,2886
p14,young_strong,fixed_dt,a,region,rim,0.00204270865989349,129.87361977083106,6582
p14,young_strong,fixed_dt,a,region,out_of_field,0.0017128486443515653,0.00021304574297470764,404760
p14,young_strong,fixed_dt,a,day,pre,0.0016317105603815922,186.02873734168466,492076
p14,young_strong,fixed_dt,b,region,core,0.0008775948313416209,68.83012716008876,2886
p14,young_strong,fixed_dt,b,region,rim,0.002042708659941088,129.87361977083106,6582
p14,young_strong,fixed_dt,b,region,out_of_field,0.11710662398820428,0.0003523282141866518,809520
p14,young_strong,fixed_dt,b,day,pre,0.001631710560381596,186.02873734168466,492076
p14,young_strong,fixed_dt,b,day,d120,0.1646139153382897,0.0002961331908402802,492076
p14,young_strong,fixed_dt,c,region,core,0.0008775948314806875,68.83012716008876,2886
p14,young_strong,fixed_dt,c,region,rim,0.002042708659851214,129.87361977083106,6582
p14,young_strong,fixed_dt,c,region,out_of_field,0.11882141099057283,0.00039308012100632906,1214280
p14,young_strong,fixed_dt,c,day,pre,0.0016317105603815946,186.02873734168466,492076
p14,young_strong,fixed_dt,c,day,d55,0.16365029818403243,0.00017486823004185092,492076
p14,young_strong,fixed_dt,c,day,d120,0.1663541097674635,0.0002961331908402802,492076
p14,young_strong,fixed_dt,d,region,core,0.0008775948315164868,68.83012716008876,2886
p14,young_strong,fixed_dt,d,region,rim,0.0020427086599098285,129.87361977083106,6582
p14,young_strong,fixed_dt,d,region,out_of_field,0.16185342331010746,0.00044452726354052394,1619040
p14,young_strong,fixed_dt,d,day,pre,0.0016317105603815955,186.02873734168466,492076
p14,young_strong,fixed_dt,d,day,d34,0.14957126406339988,0.00020917930989789967,492076
p14,young_strong,fixed_dt,d,day,d55,0.2367842898975965,0.00017486823004185092,492076
p14,young_strong,fixed_dt,d,day,d120,0.18160582884607396,0.0002961331908402802,492076
p14,young_strong,fixed_dt,e,region,core,0.0008775948313189448,68.83012716008876,2886
p14,young_strong,fixed_dt,e,region,rim,0.0020427086600494776,129.87361977083106,6582
p14,young_strong,fixed_dt,e,region,out_of_field,0.13200035322113438,0.00041578181464453536,1214280
p14,young_strong,fixed_dt,e,day,pre,0.0016317105603815942,186.02873734168466,492076
p14,young_strong,fixed_dt,e,day,d80,0.1666391802806785,0.00022655942634920148,492076
p14,young_strong,fixed_dt,e,day,d120,0.16651222765519264,0.0002961331908402802,492076
p14,young_strong,fixed_dt,f,region,core,0.0008775948314968241,68.83012716008876,2886
p14,young_strong,fixed_dt,f,region,rim,0.002042708659993089,129.87361977083106,6582
p14,young_strong,fixed_dt,f,region,out_of_field,0.16626727764421315,0.0004963303687142002,2023800
p14,young_strong,fixed_dt,f,day,pre,0.0016317105603815942,186.02873734168466,492076
p14,young_strong,fixed_dt,f,day,d34,0.15061319377741975,0.00020917930989789967,492076
