patient,cell,run,column,sign,variant,step,frame,n_steps,dt,dice_core,dice_edema,assd_core_mm,assd_edema_mm,rel_l2_log,rel_l2,max_abs_diff,mass,mass_out_of_field,ref_mass,ref_mass_out_of_field,qoi_mass,qoi_log10_mass,qoi_V_core,qoi_V_edema,qoi_log10_V_core,qoi_log10_V_edema,qoi_r95_core,qoi_r95_edema,qoi_centroid_drift,qoi_centroid_x_mm,qoi_centroid_y_mm,qoi_centroid_z_mm,qoi_R_g,qoi_anisotropy,qoi_log10_anisotropy,qoi_wm_fraction,qoi_n_core,qoi_n_edema,qoi_voxel_volume
p09,young_strong,log_alpha_minus,log_alpha,minus,,0.05,d55,2226,0.08331145095834687,,,,,0.0018128350655917604,0.15146868619360063,0.00019453294552933503,19.021307926930184,9.79760000218432,17.426117325171568,9.70261235983412,19.05005494214885,1.2798962325595469,0.0,0.0,0.0,0.0,0.0,0.0,1.9640522740764252,130.83432789329677,102.56838363553376,91.5206634042035,19.61228605951225,1.1602609062633853,0.06455565940758991,0.570452898695693,0.0,0.0,1.0
p09,young_strong,log_alpha_minus,log_alpha,minus,,0.05,d80,2226,0.08331145095834687,,,,,0.001702354223510083,0.15630847399620776,0.0002704470731205767,26.76878829887232,13.007676167928343,24.52433275976178,12.858856602594464,26.809248829317905,1.4282846456183707,0.0,0.0,0.0,0.0,0.0,0.0,1.9826567766926757,130.82448923296204,102.57333576352872,91.5385252549307,19.741288081746948,1.1599660563304983,0.06444528080963716,0.5705335015531923,0.0,0.0,1.0
p09,young_strong,log_alpha_minus,log_alpha,minus,,0.05,d120,2226,0.08331145095834687,,,,,0.0015904209624103246,0.15845711347386823,8.012948116396215e-05,8.077263515839789,3.7818605608563924,7.400156107971358,3.7283974920999263,8.089473444037834,0.9079202536529158,0.0,0.0,0.0,0.0,0.0,0.0,2.0109185811228825,130.80814635396183,102.579479497033,91.56411026878388,19.940878059942122,1.1596214041349673,0.06431622290572313,0.5703033746324014,0.0,0.0,1.0
p09,young_strong,log_k_ct_plus,log_k_ct,plus,,0.05,pre,2226,0.08331145095834687,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4851.632203017307,106.86938788254129,4851.632203017307,106.86938788254129,4851.933900813833,3.685914875725585,1026.0,4954.0,3.0115704435972783,3.695043658821294,6.4031242374328485,10.44030650891055,0.15518308534504027,131.93989887994323,103.00297448572164,90.1430412450303,11.958634681030771,1.0388599996251844,0.016557024470588533,0.4154650677612702,1026.0,4954.0,1.0
p09,young_strong,log_k_ct_plus,log_k_ct,plus,,0.05,d34,2226,0.08331145095834687,,,,,0.0016442448709288687,0.07623762331240917,0.0018105963003868242,203.08420747606127,35.652793426499656,219.89485970646368,38.61690992224733,203.17881346542077,2.3078784197793496,0.0,0.0,0.0,0.0,0.0,0.0,0.7942806924739243,131.58193343129057,102.85898628123378,90.6604674811708,15.319665457917319,1.1016497048150329,0.042043522419445784,0.5104002230958823,0.0,0.0,1.0
p09,young_strong,log_k_ct_plus,log_k_ct,plus,,0.05,d55,2226,0.08331145095834687,,,,,0.003071943666636876,0.1473341853528667,0.0001369940741846417,14.856310499280081,8.270202979938656,17.426117325171568,9.70261235983412,14.880812672579578,1.172626649595569,0.0,0.0,0.0,0.0,0.0,0.0,2.095778474418503,130.75403401166986,102.53568481845582,91.61995912971533,20.054686665446756,1.164342863931971,0.06608088580157223,0.5769219165681891,0.0,0.0,1.0
p09,young_strong,log_k_ct_plus,log_k_ct,plus,,0.05,d80,2226,0.08331145095834687,,,,,0.0032251456320718267,0.14729765400341083,0.00019047485318937174,20.90810607992167,10.960614367650312,24.52433275976178,12.858856602594464,20.942592202561432,1.3210304361581517,0.0,0.0,0.0,0.0,0.0,0.0,2.1127005393867977,130.74518248136016,102.54115724821631,91.6365817710018,20.178595763689643,1.1639824964571954,0.06594644960149063,0.5767761744176457,0.0,0.0,1.0
p09,young_strong,log_k_ct_plus,log_k_ct,plus,,0.05,d120,2226,0.08331145095834687,,,,,0.00472725625028448,0.2196985502380667,8.433618331013911e-05,5.773193930202966,2.9081045828947567,7.400156107971358,3.7283974920999263,5.7827169967873076,0.7621319386738038,0.0,0.0,0.0,0.0,0.0,0.0,2.138530128386796,130.7302253350004,102.54799347624068,91.66032331568951,20.37074405981472,1.1635705910050476,0.06579273601466437,0.5761962573241671,0.0,0.0,1.0
p09,young_strong,log_k_ct_minus,log_k_ct,minus,,0.05,pre,2226,0.08331145095834687,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4851.632203017307,106.86938788254129,4851.632203017307,106.86938788254129,4851.933900813833,3.685914875725585,1026.0,4954.0,3.0115704435972783,3.695043658821294,6.4031242374328485,10.44030650891055,0.15518308534504027,131.93989887994323,103.00297448572164,90.1430412450303,11.958634681030771,1.0388599996251844,0.016557024470588533,0.4154650677612702,1026.0,4954.0,1.0
p09,young_strong,log_k_ct_minus,log_k_ct,minus,,0.05,d34,2226,0.08331145095834687,,,,,0.0015709802417661488,0.07832893145798187,0.0018592034871197337,237.17237796348542,41.66481226924985,219.89485970646368,38.61690992224733,237.28294208676257,2.3752665185634574,0.0,0.0,0.0,0.0,0.0,0.0,0.7948070687221234,131.58153682330493,102.85890073051308,90.66083117540805,15.32244965675198,1.1016695351534012,0.04205133990351402,0.5104918809946071,0.0,0.0,1.0
p09,young_strong,log_k_ct_minus,log_k_ct,minus,,0.05,d55,2226,0.08331145095834687,,,,,0.0029528155262232795,0.16369034733978124,0.00015205592598751204,20.281787993289868,11.294747619517983,17.426117325171568,9.70261235983412,20.31525343718401,1.3078222446138934,0.0,0.0,0.0,0.0,0.0,0.0,2.096467745387879,130.75352713944648,102.5355409768306,91.62041977004472,20.057478735412744,1.1643459666120437,0.06608204308529085,0.5769961131453815,0.0,0.0,1.0
p09,young_strong,log_k_ct_minus,log_k_ct,minus,,0.05,d80,2226,0.08331145095834687,,,,,0.0030983795974064373,0.16363741670474136,0.00021139556763517093,28.542682623998786,14.968714508709722,24.52433275976178,12.858856602594464,28.589784074993144,1.4562108753512346,0.0,0.0,0.0,0.0,0.0,0.0,2.1133699783871838,130.74466692291014,102.5410192215007,91.63701196577195,20.181463211098876,1.1639824988609768,0.0659464504983675,0.576849498460232,0.0,0.0,1.0
p09,young_strong,log_k_ct_minus,log_k_ct,minus,,0.05,d120,2226,0.08331145095834687,,,,,0.004583180065719794,0.2661076848743176,0.00010205503281801511,9.37128641923751,4.722457456973927,7.400156107971358,3.7283974920999263,9.386752650597998,0.972515373965172,0.0,0.0,0.0,0.0,0.0,0.0,2.1391825193645184,130.72969496934917,102.54786001208456,91.66072165385586,20.373703708779782,1.163568044505673,0.06579178555076881,0.5762677213124694,0.0,0.0,1.0
p09,young_strong,peak_plus,peak,plus,,0.05,pre,2226,0.08331145095834687,0.9177101967799642,0.9639069948438564,0.4138817480719794,0.3034605146406389,0.0014437752474395192,0.05050462251081517,0.029219900593998593,5125.7426465030985,114.4675374035734,4851.632203017307,106.86938788254129,5126.065919413233,3.7097841867591383,1210.0,5325.0,3.0831441431430524,3.7264011621029223,6.708203932499369,10.723805294763608,0.15682279998491971,131.93862933724557,103.00280809298391,90.14428841589672,11.995960794706505,1.0388909051746122,0.016569944315355963,0.4170632238454644,1210.0,5325.0,1.0
p09,young_strong,peak_plus,peak,plus,,0.05,d34,2226,0.08331145095834687,,,,,0.0013865748330851235,0.050913120975672604,0.0009181072210311322,232.6669117920944,41.345773383798566,219.89485970646368,38.61690992224733,232.7767119293618,2.366939529300551,0.0,0.0,0.0,0.0,0.0,0.0,0.8006726294333865,131.57604383182087,102.85715593851228,90.66402816286987,15.368450524279568,1.10177705007321,0.04209372181260625,0.511716883393245,0.0,0.0,1.0
p09,young_strong,peak_plus,peak,plus,,0.05,d55,2226,0.08331145095834687,,,,,0.0012922956906044124,0.0608015451683932,5.514445192985446e-05,18.547612414035868,10.38830206734624,17.426117325171568,9.70261235983412,18.57841465065794,1.2690086516465082,0.0,0.0,0.0,0.0,0.0,0.0,2.1054102530683396,130.74696146465772,102.53300624768032,91.6262114247437,20.09816442406104,1.1643895225743404,0.06609828890983337,0.5779043845605536,0.0,0.0,1.0
p09,young_strong,peak_plus,peak,plus,,0.05,d80,2226,0.08331145095834687,,,,,0.0013584417674089551,0.06013376792417178,6.103548598456821e-05,26.102480696330872,13.767390110976706,24.52433275976178,12.858856602594464,26.145833822089948,1.417402496559945,0.0,0.0,0.0,0.0,0.0,0.0,2.1221217062787634,130.7381431791092,102.53849453208483,91.64259873460173,20.22174939449761,1.1640231038007507,0.06596160037709926,0.5777146879122693,0.0,0.0,1.0
p09,young_strong,peak_plus,peak,plus,,0.05,d120,2226,0.08331145095834687,,,,,0.0012799770261265034,0.059780758297274424,1.5211641670184273e-05,7.876312631017588,3.991581890688322,7.400156107971358,3.7283974920999263,7.889395449084674,0.8970437252391037,0.0,0.0,0.0,0.0,0.0,0.0,2.1476621124696607,130.72323706853956,102.54534754550453,91.66601924112761,20.41339560471014,1.1636071963780394,0.06580639849596329,0.5770720677507507,0.0,0.0,1.0
p09,young_strong,peak_minus,peak,minus,,0.05,pre,2226,0.08331145095834687,0.8932038834951457,0.9608809648662822,0.5073313782991202,0.32084309133489464,0.0015467099995028668,0.05236787360775534,0.031342756021941254,4570.44507393457,99.26504951345098,4851.632203017307,106.86938788254129,4570.7251956326645,3.659985111114759,828.0,4581.0,2.9185545305502734,3.6610550848533787,6.0,10.198039027185569,0.15346743028175397,131.94118807705496,103.00313872039807,90.14171647155872,11.92013867355625,1.0388246737106386,0.016542256252914504,0.4138102744766825,828.0,4581.0,1.0
p09,young_strong,peak_minus,peak,minus,,0.05,d34,2226,0.08331145095834687,,,,,0.0014854426671565986,0.05274186131250555,0.0009783292741104878,206.83703728749524,35.88367054224774,219.89485970646368,38.61690992224733,206.93218401755735,2.3158280414353394,0.0,0.0,0.0,0.0,0.0,0.0,0.7882672594966762,131.58757074402976,102.86075611077987,90.65717464994405,15.272319223026287,1.1015400118556424,0.04200027689533517,0.5091323798239019,0.0,0.0,1.0
p09,young_strong,peak_minus,peak,minus,,0.05,d55,2226,0.08331145095834687,,,,,0.0013837353716504251,0.06170621921551254,5.532165792099665e-05,16.292291412419058,9.01583193765865,17.426117325171568,9.70261235983412,16.318983039761235,1.212693091061143,0.0,0.0,0.0,0.0,0.0,0.0,2.0864770788671962,130.76086425517647,102.53830556231965,91.61392919694572,20.012498772003543,1.1642956948902519,0.06606329161164481,0.5759735270882458,0.0,0.0,1.0
p09,young_strong,peak_minus,peak,minus,,0.05,d80,2226,0.08331145095834687,,,,,0.0014547981632860392,0.061101087468752445,6.12271630483235e-05,22.928814281259875,11.948854167619185,24.52433275976178,12.858856602594464,22.966381973431872,1.3610925836697965,0.0,0.0,0.0,0.0,0.0,0.0,2.1035976382541937,130.751971699589,102.54376785472412,91.63076687931134,20.13681439636521,1.1639389486112066,0.06593020112433175,0.575872611579788,0.0,0.0,1.0
p09,young_strong,peak_minus,peak,minus,,0.05,d120,2226,0.08331145095834687,,,,,0.0013695707973087618,0.06078838587201193,1.6174888741793468e-05,6.918753528342077,3.464759401496526,7.400156107971358,3.7283974920999263,6.930090490736909,0.8407389055167305,0.0,0.0,0.0,0.0,0.0,0.0,2.1297097081315135,130.73695006586192,102.55059196704593,91.6548113864425,20.329566508297784,1.1635292592488313,0.0657773089553983,0.5753559108920093,0.0,0.0,1.0
p09,young_strong,log_sigma_plus,log_sigma,plus,,0.05,pre,2226,0.08331145095834687,0.9239081494822152,0.9258082601382919,0.38242894056847543,0.6345572354211663,0.017182120519434196,0.10411278860075217,0.03777364010723144,5632.025081534236,181.09919628031878,4851.632203017307,106.86938788254129,5632.720880461027,3.7507182310722156,1195.0,5748.0,3.077731179652392,3.759592308645975,6.708203932499369,11.0,0.1462511772698353,131.93481944920674,102.99924218084641,90.13092107684109,12.524041202249704,1.033794076513264,0.01443403939583041,0.43167356379245475,1195.0,5748.0,1.0
p09,young_strong,log_sigma_plus,log_sigma,plus,,0.05,d34,2226,0.08331145095834687,,,,,0.014565881435910283,0.15454043596519101,0.0017992501329713423,276.04445671684135,63.75871145458412,219.89485970646368,38.61690992224733,276.28074374743704,2.4413506164559173,0.0,0.0,0.0,0.0,0.0,0.0,0.836823165489931,131.54338213230625,102.83709532123667,90.68208151920457,16.300770577703666,1.0957093410746586,0.03969536408572111,0.523835738789233,0.0,0.0,1.0
p09,young_strong,log_sigma_plus,log_sigma,plus,,0.05,d55,2226,0.08331145095834687,,,,,0.012063685867242617,0.42390989259703027,0.00039936998900978184,25.374952129205347,16.120782643654543,17.426117325171568,9.70261235983412,25.441236155050785,1.405538209267044,0.0,0.0,0.0,0.0,0.0,0.0,2.0304866918809226,130.82097620543422,102.55007808134346,91.59070719017224,21.059076551273943,1.1474293326747673,0.05972594791347863,0.5817930879979731,0.0,0.0,1.0
p09,young_strong,log_sigma_plus,log_sigma,plus,,0.05,d80,2226,0.08331145095834687,,,,,0.012653462730689135,0.4119947267116814,0.0004712672707459412,35.70988523537026,21.412872421232446,24.52433275976178,12.858856602594464,35.80317620473477,1.5539215558897466,0.0,0.0,0.0,0.0,0.0,0.0,2.044309841343603,130.81300729216795,102.55601337817916,91.60409691683887,21.172666182171177,1.147527131550163,0.059762962569406504,0.5813161281237575,0.0,0.0,1.0
p09,young_strong,log_sigma_plus,log_sigma,plus,,0.05,d120,2226,0.08331145095834687,,,,,0.010693608672843902,0.40158489824499144,0.00011700556739600471,10.775088787860907,6.20355103688576,7.400156107971358,3.7283974920999263,10.803241033748536,1.033554065849271,0.0,0.0,0.0,0.0,0.0,0.0,2.065689195130883,130.79931555516075,102.56348007890041,91.62323105973387,21.349306280509868,1.147839505609542,0.059881167939232254,0.5802255076845998,0.0,0.0,1.0
p09,young_strong,log_sigma_minus,log_sigma,minus,,0.05,pre,2226,0.08331145095834687,0.9137109581789307,0.9211672473867596,0.4107402031930334,0.6405574243152331,0.015962785071637876,0.09620313673541316,0.03769228587430057,4179.324174759736,61.28532114894599,4851.632203017307,106.86938788254129,4179.446674220999,3.6211187884163882,863.0,4230.0,2.936513742478893,3.6264430253312945,6.082762530298219,9.9498743710662,0.1644113497974193,131.94572529248123,103.00673358448277,90.1550484018169,11.419216675247716,1.0444322937263426,0.01888029169392,0.3988616532185288,863.0,4230.0,1.0
p09,young_strong,log_sigma_minus,log_sigma,minus,,0.05,d34,2226,0.08331145095834687,,,,,0.0135038849894116,0.12897492321589651,0.0015327411766005716,176.86135529387832,22.86441909116155,219.89485970646368,38.61690992224733,176.90296767444198,2.2477351185729426,0.0,0.0,0.0,0.0,0.0,0.0,0.7472002923381058,131.63233768151457,102.88499909800302,90.64024018069468,14.406135443718751,1.107119270536109,0.04419441017000011,0.4959080134064778,0.0,0.0,1.0
p09,young_strong,log_sigma_minus,log_sigma,minus,,0.05,d55,2226,0.08331145095834687,,,,,0.011211115364024273,0.28159985778004565,0.00027835752763214947,12.149607899911796,5.710606889548523,17.426117325171568,9.70261235983412,12.161281620091236,1.0849793455949182,0.0,0.0,0.0,0.0,0.0,0.0,2.0839367480123085,130.7467374555551,102.54745296481784,91.60228790963279,18.920489181303743,1.1807846253929237,0.07217068971060195,0.5664771889572368,0.0,0.0,1.0
p09,young_strong,log_sigma_minus,log_sigma,minus,,0.05,d80,2226,0.08331145095834687,,,,,0.011799291301047014,0.27343151259776366,0.0003206958197081826,17.09878648018802,7.554976254571781,24.52433275976178,12.858856602594464,17.115217053104857,1.2333824111787155,0.0,0.0,0.0,0.0,0.0,0.0,2.104727376942978,130.73677149964576,102.55239948888483,91.6228939797767,19.05673647022603,1.1799892510282068,0.07187805117019476,0.5668751810507148,0.0,0.0,1.0
p09,young_strong,log_sigma_minus,log_sigma,minus,,0.05,d120,2226,0.08331145095834687,,,,,0.010050864885105044,0.2670522496647117,7.785866353354133e-05,5.159579333494368,2.194627551902502,7.400156107971358,3.7283974920999263,5.164537702754292,0.7130314522586361,0.0,0.0,0.0,0.0,0.0,0.0,2.1361056973707164,130.72019384371438,102.55853217359059,91.65231652867071,19.26732603519781,1.1788664827351303,0.07146462011209007,0.5671087076710536,0.0,0.0,1.0
p10,young_strong,log_v_plus,log_v,plus,,0.05,pre,2505,0.0832792310152707,0.9656499978611456,0.9798050066970543,0.3781344032096289,0.3596633833795544,0.0038854995051385405,0.02699678584353914,0.015691061700561393,41408.4555151585,7050.746430914294,40040.539381519106,6640.02252900079,42104.902009621925,4.624332660961466,12090.0,49128.0,4.08246222116863,4.691337924344433,14.45683229480096,22.38302928559939,0.4371701884163936,131.57547353426276,102.97006670028226,90.09999525537083,22.794896596049874,1.0657742649585091,0.027665229208093063,0.5212847175829155,12090.0,49128.0,1.0
p10,young_strong,log_v_plus,log_v,plus,,0.05,d34,2505,0.0832792310152707,,,,,0.005176747019569275,0.0731434890736751,0.006292923064596154,5514.831862397212,4203.9767165421545,5130.93201258152,3887.3684135094754,5837.973248680173,3.7662621005908097,0.0,0.0,0.0,0.0,0.0,0.0,3.322920169394376,128.7694591527256,102.40074495842342,90.49628387179578,32.07812661711137,1.2377411713700135,0.09262983725441212,0.48861908064387216,0.0,0.0,1.0
p10,young_strong,log_v_plus,log_v,plus,,0.05,d55,2505,0.0832792310152707,,,,,0.005752435123489053,0.08750801392764215,0.00317358219559942,2209.0130557329308,2094.132409035263,2020.1983021889293,1914.6871948275902,2377.3182521910358,3.3760873247313596,0.0,0.0,0.0,0.0,0.0,0.0,4.169937246267802,127.94695536125192,102.18778080951022,90.5490954204208,34.40992582669787,1.2761388635412918,0.10589793487762034,0.45375115789623915,0.0,0.0,1.0
p10,young_strong,log_v_plus,log_v,plus,,0.05,d80,2505,0.0832792310152707,,,,,0.006999855627979928,0.1025927170369352,0.0044407082384654364,3012.006284337295,2740.345692104695,2714.1799350847114,2469.7267326117,3241.311340449221,3.510720748694967,0.0,0.0,0.0,0.0,0.0,0.0,4.191642933961417,127.92477093405695,102.1856629953463,90.54702265837282,34.504012674395945,1.2799312863662418,0.1071866549970894,0.45335605564554066,0.0,0.0,1.0
p10,young_strong,log_v_plus,log_v,plus,,0.05,d120,2505,0.0832792310152707,,,,,0.008283913562305997,0.12721933161504403,0.0031277487116262055,1830.2317407750165,1605.4601716944462,1611.6384532665043,1414.312589591189,1969.3202489384514,3.2943163464263225,0.0,0.0,0.0,0.0,0.0,0.0,4.226653109034293,127.88893134719329,102.18341532302847,90.54488576908798,34.6457726907157,1.2859308202027746,0.10921760528156575,0.4519307708342166,0.0,0.0,1.0
p10,young_strong,log_v_minus,log_v,minus,,0.05,pre,2505,0.0832792310152707,0.9718527965020951,0.9787892561089107,0.3050536789735533,0.3697875688434304,0.0036876892837585137,0.025268577264687512,0.01482313946569469,38771.4973940979,6269.272709494844,40040.539381519106,6640.02252900079,39403.17747412639,4.595531244765625,10669.0,45223.0,4.02816441942447,4.655368972452062,13.92838827718412,21.77154105707724,0.40309659853036683,131.60798840192317,102.97297630773795,90.08990825755471,22.5342166557487,1.0624524503699988,0.026309502483269152,0.5210979666468532,10669.0,45223.0,1.0
p10,young_strong,log_v_minus,log_v,minus,,0.05,d34,2505,0.0832792310152707,,,,,0.004907054356794859,0.06545918559822257,0.005739446330756445,4788.361550428307,3606.4480118280567,5130.93201258152,3887.3684135094754,5069.588772472144,3.7049727322940034,0.0,0.0,0.0,0.0,0.0,0.0,3.2248379570289782,128.86461245467464,102.40414066060531,90.46246776900621,31.886497927051856,1.2297560064174577,0.08981895243290379,0.48985554051606917,0.0,0.0,1.0
p10,young_strong,log_v_minus,log_v,minus,,0.05,d55,2505,0.0832792310152707,,,,,0.005448551940183063,0.07723340435483166,0.0028354366967881448,1854.6215317397898,1757.4117502475845,2020.1983021889293,1914.6871948275902,1997.5696065048849,3.3005019215000635,0.0,0.0,0.0,0.0,0.0,0.0,4.076058819738417,128.03847268181283,102.18827562075718,90.51152745905475,34.28372658291795,1.26744832705522,0.10293026249670875,0.4538416572047447,0.0,0.0,1.0
p10,young_strong,log_v_minus,log_v,minus,,0.05,d80,2505,0.0832792310152707,,,,,0.0066233616750070706,0.08925619317968438,0.003931180126721327,2456.8290301705733,2235.9938346764043,2714.1799350847114,2469.7267326117,2646.082741116083,3.4226034201418525,0.0,0.0,0.0,0.0,0.0,0.0,4.095561408905011,128.01867644940484,102.1857663936297,90.50961718362467,34.369221397015544,1.2707471128287273,0.1040591316472366,0.4535510765004529,0.0,0.0,1.0
p10,young_strong,log_v_minus,log_v,minus,,0.05,d120,2505,0.0832792310152707,,,,,0.00782324954730294,0.10823571946276499,0.00271322110022058,1427.0281240372124,1252.926221157305,1611.6384532665043,1414.312589591189,1536.8129043545302,3.186620998565269,0.0,0.0,0.0,0.0,0.0,0.0,4.126839425711088,127.98684902525959,102.18279754615631,90.50754610527059,34.49827616405893,1.27594743815236,0.10583278426714916,0.45231599507202014,0.0,0.0,1.0
p10,young_strong,log_lambda_plus,log_lambda,plus,,0.05,pre,2505,0.0832792310152707,0.9582352669712493,0.9789549994048972,0.4506812224900254,0.3672105366620798,0.0016993732578547494,0.02675266397346151,0.01571656624527007,38837.51175689604,6393.268092541967,40040.539381519106,6640.02252900079,39469.19183692452,4.596258233961833,10382.0,45238.0,4.01632285401379,4.655512996357709,13.74772708486752,21.77154105707724,0.4216440798155656,131.5912035198636,102.97094973044052,90.09912239762095,22.61067099064139,1.0643165065103533,0.027070797686864222,0.5208755177352111,10382.0,45238.0,1.0
p10,young_strong,log_lambda_plus,log_lambda,plus,,0.05,d34,2505,0.0832792310152707,,,,,0.0023315087002380493,0.055761827608297315,0.004424492430505619,4862.520715155542,3674.256967033735,5130.93201258152,3887.3684135094754,5143.74793719938,3.7112796783909783,0.0,0.0,0.0,0.0,0.0,0.0,3.3115371731441696,128.78199447326676,102.40036944420096,90.50116072829199,31.97485513479943,1.2367648679311694,0.09228713999571089,0.49026624640554267,0.0,0.0,1.0
p10,young_strong,log_lambda_plus,log_lambda,plus,,0.05,d55,2505,0.0832792310152707,,,,,0.0026911427917684773,0.07102708548650129,0.002691957369361689,1886.0881594081784,1785.975871400919,2020.1983021889293,1914.6871948275902,2029.0362341732734,3.3072898026572988,0.0,0.0,0.0,0.0,0.0,0.0,4.181424762018647,127.93728546253809,102.18287671944182,90.55764968563442,34.37086330942127,1.27612190770657,0.10589216444417653,0.45453042033330887,0.0,0.0,1.0
p10,young_strong,log_lambda_plus,log_lambda,plus,,0.05,d80,2505,0.0832792310152707,,,,,0.00329783633173873,0.08514061365077243,0.004187253404800681,2498.5720814889896,2270.0549003459723,2714.1799350847114,2469.7267326117,2687.8257924344994,3.429401117121311,0.0,0.0,0.0,0.0,0.0,0.0,4.202421386147991,127.9159167680157,102.18027917129575,90.5555784588761,34.46345120960227,1.27974307490233,0.10712278812277759,0.45411641784434126,0.0,0.0,1.0
p10,young_strong,log_lambda_plus,log_lambda,plus,,0.05,d120,2505,0.0832792310152707,,,,,0.00412991598166193,0.10585170022544138,0.002936520458283229,1451.336902576704,1271.1282166614567,1611.6384532665043,1414.312589591189,1561.1216828940221,3.1934367558169288,0.0,0.0,0.0,0.0,0.0,0.0,4.236057507421274,127.8815956976882,102.17733609551087,90.5533112226681,34.60341114490914,1.2854599120540275,0.10905853741980137,0.45264714851586435,0.0,0.0,1.0
p10,young_strong,log_lambda_minus,log_lambda,minus,,0.05,pre,2505,0.0832792310152707,0.9539787854456324,0.9802528384597006,0.5143498876965311,0.3524119448698316,0.0018348154775694031,0.02832058586067821,0.016196185356692094,41331.04539351119,6915.501808203238,40040.539381519106,6640.02252900079,42027.49188797462,4.623533473000576,12376.0,49084.0,4.092615390941555,4.690948795330603,14.491376746189438,22.360679774997898,0.4180615235376674,131.5928420806792,102.97216552429599,90.09068135508068,22.7192414905927,1.0638706487560126,0.02688882725745186,0.5215086160731326,12376.0,49084.0,1.0
p10,young_strong,log_lambda_minus,log_lambda,minus,,0.05,d34,2505,0.0832792310152707,,,,,0.0025198053648543303,0.062320200632852436,0.0048888802619350274,5431.291600835227,4127.668575017793,5130.93201258152,3887.3684135094754,5754.432987118188,3.760002536880235,0.0,0.0,0.0,0.0,0.0,0.0,3.236746216718457,128.85164475464046,102.40453982782823,90.45805294870297,31.990805840900283,1.2307447428958058,0.09016798936763015,0.48820119064895834,0.0,0.0,1.0
p10,young_strong,log_lambda_minus,log_lambda,minus,,0.05,d55,2505,0.0832792310152707,,,,,0.002906622388580078,0.0805039139914136,0.003015226769478102,2172.7475097871757,2061.2237985996358,2020.1983021889293,1914.6871948275902,2341.05270624528,3.3694111914727087,0.0,0.0,0.0,0.0,0.0,0.0,4.065424289364614,128.04738841664016,102.19329171859594,90.50374405441605,34.322403169691185,1.2675159330797934,0.10295342725992404,0.45308985995609735,0.0,0.0,1.0
p10,young_strong,log_lambda_minus,log_lambda,minus,,0.05,d80,2505,0.0832792310152707,,,,,0.0035592453508060417,0.0978772882864781,0.004747999843704283,2962.462404902802,2699.953270365666,2714.1799350847114,2469.7267326117,3191.767461014728,3.5040312429302856,0.0,0.0,0.0,0.0,0.0,0.0,4.085575966012043,128.02683169273823,102.19128989027054,90.50184911541939,34.40945202429711,1.2709807147281262,0.10413896082096386,0.4528174406585236,0.0,0.0,1.0
p10,young_strong,log_lambda_minus,log_lambda,minus,,0.05,d120,2505,0.0832792310152707,,,,,0.004448149608330167,0.12444172050557054,0.0034014736560039477,1800.0187049231836,1582.8677664638572,1611.6384532665043,1414.312589591189,1939.107213086619,3.2876018218505862,0.0,0.0,0.0,0.0,0.0,0.0,4.118143311622588,127.99356271982978,102.18905544104211,90.49993357300818,34.54039014537736,1.2764560160441416,0.10600585453515769,0.45162501936261484,0.0,0.0,1.0
p10,young_strong,log_T_r_scaled_dt_plus,log_T_r,plus,scaled_dt,0.05,pre,2435,0.08754904849477582,0.9656499978611456,0.9798050066970543,0.3781344032096289,0.3596633833795544,0.0038854995051385483,0.026996785843539203,0.01569106170056145,41408.4555151585,7050.746430914294,40040.539381519106,6640.02252900079,42104.902009621925,4.624332660961466,12090.0,49128.0,4.08246222116863,4.691337924344433,14.45683229480096,22.38302928559939,0.437170188416365,131.57547353426278,102.97006670028227,90.09999525537083,22.794896596049878,1.0657742649585094,0.027665229208093153,0.5212847175829156,12090.0,49128.0,1.0
p10,young_strong,log_T_r_scaled_dt_plus,log_T_r,plus,scaled_dt,0.05,d34,2435,0.08754904849477582,,,,,0.003737239296774284,0.05465078676537542,0.004791278108104743,5409.963649563698,4122.43178889217,5130.93201258152,3887.3684135094754,5726.761035948602,3.7579090614206234,0.0,0.0,0.0,0.0,0.0,0.0,3.3135292625189363,128.77857851357123,102.40157642941494,90.49377020010587,32.05365377441311,1.2369777530332413,0.09236188894053156,0.4888930139985774,0.0,0.0,1.0
p10,young_strong,log_T_r_scaled_dt_plus,log_T_r,plus,scaled_dt,0.05,d55,2435,0.08754904849477582,,,,,0.0035543645096984557,0.05807116839010414,0.002118554443758469,2142.0518394733,2031.417703307781,2020.1983021889293,1914.6871948275902,2305.051796105247,3.362680688732155,0.0,0.0,0.0,0.0,0.0,0.0,4.157278048453935,127.95923511302568,102.18991984178993,90.54676323726706,34.37721433853497,1.2751288092854176,0.1055540579749028,0.45418754250210214,0.0,0.0,1.0
p10,young_strong,log_T_r_scaled_dt_plus,log_T_r,plus,scaled_dt,0.05,d80,2435,0.08754904849477582,,,,,0.0035744668506454053,0.05705320181408845,0.0024599796937163146,2873.3348544328855,2617.3249107709585,2714.1799350847114,2469.7267326117,3091.834178583881,3.490216193765973,0.0,0.0,0.0,0.0,0.0,0.0,4.177671838977057,127.93841904850999,102.18775302463234,90.5447540910186,34.466464473872755,1.2786789668130065,0.10676152145882982,0.4538303303426058,0.0,0.0,1.0
